Town,Total Cust.,Cust. Out,% Out,timestamp
NEWTOWN,11351,3,0.03,2018-09-02 18:00
WASHINGTON,2587,67,3,2018-09-02 18:00
WATERBURY,51698,61,0.12,2018-09-02 18:00
NEWTOWN,11351,3,0.03,2018-09-02 17:45
WASHINGTON,2587,67,3.0,2018-09-02 17:45
WATERBURY,51698,38,0.07,2018-09-02 17:45
NEWTOWN,11351,3,0.03,2018-09-02 17:30
WASHINGTON,2587,68,3.0,2018-09-02 17:30
WATERBURY,51698,38,0.07,2018-09-02 17:30
NEWTOWN,11351,3,0.03,2018-09-02 15:15
NEWTOWN,11351,3,0.03,2018-09-02 15:00
NAUGATUCK,14425,46,0.32,2018-09-02 14:45
NEWTOWN,11351,3,0.03,2018-09-02 14:45
NAUGATUCK,14425,46,0.32,2018-09-02 14:15
NEWTOWN,11351,3,0.03,2018-09-02 14:15
NAUGATUCK,14425,46,0.32,2018-09-02 14:00
NEWTOWN,11351,3,0.03,2018-09-02 14:00
SIMSBURY,10822,8,0.07,2018-09-02 14:00
LYME,1340,4,0.3,2018-09-02 13:00
NAUGATUCK,14425,46,0.32,2018-09-02 13:00
NEWTOWN,11351,5,0.04,2018-09-02 13:00
PORTLAND,4647,39,0.84,2018-09-02 13:00
RIDGEFIELD,10881,87,0.8,2018-09-02 13:00
SIMSBURY,10822,8,0.07,2018-09-02 13:00
WOODBURY,5181,1,0.02,2018-09-02 13:00
LYME,1340,4,0.3,2018-09-02 12:45
NAUGATUCK,14425,46,0.32,2018-09-02 12:45
NEWTOWN,11351,5,0.04,2018-09-02 12:45
PORTLAND,4647,39,0.84,2018-09-02 12:45
RIDGEFIELD,10881,48,0.44,2018-09-02 12:45
SIMSBURY,10822,8,0.07,2018-09-02 12:45
TORRINGTON,18760,1,0.01,2018-09-02 12:45
LYME,1340,4,0.3,2018-09-02 12:30
NAUGATUCK,14425,46,0.32,2018-09-02 12:30
NEWTOWN,11351,5,0.04,2018-09-02 12:30
PORTLAND,4647,100,2.0,2018-09-02 12:30
SIMSBURY,10822,8,0.07,2018-09-02 12:30
LYME,1340,1,0.07,2018-09-02 12:15
NAUGATUCK,14425,46,0.32,2018-09-02 12:15
NEWTOWN,11351,5,0.04,2018-09-02 12:15
PORTLAND,4647,100,2.0,2018-09-02 12:15
SIMSBURY,10822,8,0.07,2018-09-02 12:15
LYME,1340,1,0.07,2018-09-02 12:00
NAUGATUCK,14425,46,0.32,2018-09-02 12:00
NEWTOWN,11351,5,0.04,2018-09-02 12:00
SIMSBURY,10822,8,0.07,2018-09-02 12:00
LYME,1340,1,0.07,2018-09-02 11:45
NAUGATUCK,14425,140,0.97,2018-09-02 11:45
SIMSBURY,10822,61,0.56,2018-09-02 11:45
LYME,1340,1,0.07,2018-09-02 11:30
NAUGATUCK,14425,140,0.97,2018-09-02 11:30
SIMSBURY,10822,61,0.56,2018-09-02 11:30
SIMSBURY,10822,61,0.56,2018-09-02 11:15
COVENTRY,5643,1,0.02,2018-09-02 10:15
SIMSBURY,10822,62,0.57,2018-09-02 10:15
COVENTRY,5643,1,0.02,2018-09-02 10:00
DANBURY,37228,1,0.0,2018-09-02 10:00
HARTFORD,58939,1,0.0,2018-09-02 10:00
CHESHIRE,11589,1,0.01,2018-09-02 09:45
COVENTRY,5643,1,0.02,2018-09-02 09:45
DANBURY,37228,1,0.0,2018-09-02 09:45
HARTFORD,58939,1,0.0,2018-09-02 09:45
MANCHESTER,28965,17,0.06,2018-09-02 09:45
NAUGATUCK,14425,3,0.02,2018-09-02 09:45
CHESHIRE,11589,1,0.01,2018-09-02 09:30
COVENTRY,5643,1,0.02,2018-09-02 09:30
GREENWICH,28181,1,0.0,2018-09-02 09:30
HARTFORD,58939,1,0.0,2018-09-02 09:30
KILLINGLY,8819,1,0.01,2018-09-02 09:30
MANCHESTER,28965,17,0.06,2018-09-02 09:30
NAUGATUCK,14425,3,0.02,2018-09-02 09:30
CHESHIRE,11589,1,0.01,2018-09-02 09:15
COVENTRY,5643,1,0.02,2018-09-02 09:15
GREENWICH,28181,6,0.02,2018-09-02 09:15
MANCHESTER,28965,17,0.06,2018-09-02 09:15
NAUGATUCK,14425,3,0.02,2018-09-02 09:15
CHESHIRE,11589,1,0.01,2018-09-02 09:00
COVENTRY,5643,1,0.02,2018-09-02 09:00
ENFIELD,19361,1,0.01,2018-09-02 09:00
GREENWICH,28181,1,0.0,2018-09-02 09:00
MANCHESTER,28965,17,0.06,2018-09-02 09:00
NAUGATUCK,14425,3,0.02,2018-09-02 09:00
SEYMOUR,7620,50,0.66,2018-09-02 09:00
CHESHIRE,11589,1,0.01,2018-09-02 08:45
COVENTRY,5643,1,0.02,2018-09-02 08:45
ENFIELD,19361,1,0.01,2018-09-02 08:45
HARWINTON,2504,14,0.56,2018-09-02 08:45
MANCHESTER,28965,17,0.06,2018-09-02 08:45
NAUGATUCK,14425,3,0.02,2018-09-02 08:45
SEYMOUR,7620,50,0.66,2018-09-02 08:45
BURLINGTON,3906,1,0.03,2018-09-02 08:00
FARMINGTON,12799,5,0.04,2018-09-02 08:00
GREENWICH,28181,55,0.2,2018-09-02 08:00
HARWINTON,2504,29,1.0,2018-09-02 08:00
LEDYARD,6767,1,0.01,2018-09-02 08:00
MANCHESTER,28965,36,0.12,2018-09-02 08:00
NAUGATUCK,14425,1,0.01,2018-09-02 08:00
NEW BRITAIN,34591,20,0.06,2018-09-02 08:00
PLYMOUTH,5775,11,0.19,2018-09-02 08:00
SEYMOUR,7620,58,0.76,2018-09-02 08:00
BURLINGTON,3906,1,0.03,2018-09-02 07:45
FARMINGTON,12799,5,0.04,2018-09-02 07:45
GREENWICH,28181,55,0.2,2018-09-02 07:45
HARWINTON,2504,29,1.0,2018-09-02 07:45
LEDYARD,6767,1,0.01,2018-09-02 07:45
MANCHESTER,28965,36,0.12,2018-09-02 07:45
NEW BRITAIN,34591,20,0.06,2018-09-02 07:45
PLYMOUTH,5775,11,0.19,2018-09-02 07:45
SEYMOUR,7620,58,0.76,2018-09-02 07:45
