Town,Total Cust.,Cust. Out,% Out,timestamp
Town,Total Cust.,Cust. Out,% Out,2018-05-20 23:45
DARTMOUTH,14836,410,3,2018-05-20 23:45
WATERTOWN,18452,23,0.12,2018-05-20 23:45
WESTWOOD,6366,22,0.35,2018-05-20 23:45
Town,Total Cust.,Cust. Out,% Out,2018-05-20 22:15
DARTMOUTH,14836,410,3,2018-05-20 22:15
WESTWOOD,6366,21,0.33,2018-05-20 22:15
Town,Total Cust.,Cust. Out,% Out,2018-05-20 22:00
DARTMOUTH,14836,410,3,2018-05-20 22:00
WESTWOOD,6366,21,0.33,2018-05-20 22:00
Town,Total Cust.,Cust. Out,% Out,2018-05-20 21:45
DARTMOUTH,14836,410,3,2018-05-20 21:45
WESTWOOD,6366,21,0.33,2018-05-20 21:45
Town,Total Cust.,Cust. Out,% Out,2018-05-20 21:15
DARTMOUTH,14836,410,3,2018-05-20 21:15
YARMOUTH,18519,1,0.01,2018-05-20 21:15
Town,Total Cust.,Cust. Out,% Out,2018-05-20 21:00
CAMBRIDGE,55220,114,0.21,2018-05-20 21:00
DARTMOUTH,14836,410,3,2018-05-20 21:00
HOLLISTON,6326,1,0.02,2018-05-20 21:00
YARMOUTH,18519,1,0.01,2018-05-20 21:00
Town,Total Cust.,Cust. Out,% Out,2018-05-20 20:45
BROOKLINE,33204,53,0.16,2018-05-20 20:45
CAMBRIDGE,55220,114,0.21,2018-05-20 20:45
HOLLISTON,6326,1,0.02,2018-05-20 20:45
YARMOUTH,18519,1,0.01,2018-05-20 20:45
Town,Total Cust.,Cust. Out,% Out,2018-05-20 18:00
BOSTON,277178,1,0.00,2018-05-20 18:00
PLYMOUTH,31064,1,0.00,2018-05-20 18:00
SANDWICH,10965,1,0.01,2018-05-20 18:00
WESTWOOD,6366,15,0.24,2018-05-20 18:00
Town,Total Cust.,Cust. Out,% Out,2018-05-20 17:45
BOSTON,277178,1,0.00,2018-05-20 17:45
MAYNARD,5037,1,0.02,2018-05-20 17:45
PLYMOUTH,31064,1,0.00,2018-05-20 17:45
SANDWICH,10965,1,0.01,2018-05-20 17:45
WESTWOOD,6366,15,0.24,2018-05-20 17:45
Town,Total Cust.,Cust. Out,% Out,2018-05-20 17:30
BOSTON,277178,1,0.00,2018-05-20 17:30
MAYNARD,5037,1,0.02,2018-05-20 17:30
PLYMOUTH,31064,1,0.00,2018-05-20 17:30
Town,Total Cust.,Cust. Out,% Out,2018-05-20 17:15
BOSTON,277178,1,0.00,2018-05-20 17:15
MAYNARD,5037,1,0.02,2018-05-20 17:15
PLYMOUTH,31064,1,0.00,2018-05-20 17:15
Town,Total Cust.,Cust. Out,% Out,2018-05-20 17:00
MATTAPOISETT,3917,2,0.05,2018-05-20 17:00
NEW BEDFORD,47536,1,0.00,2018-05-20 17:00
PLYMOUTH,31064,1,0.00,2018-05-20 17:00
ROCHESTER,2477,55,2,2018-05-20 17:00
Town,Total Cust.,Cust. Out,% Out,2018-05-20 16:45
MATTAPOISETT,3917,2,0.05,2018-05-20 16:45
NEW BEDFORD,47536,1,0.00,2018-05-20 16:45
NEWTON,40757,1,0.00,2018-05-20 16:45
PLYMOUTH,31064,1,0.00,2018-05-20 16:45
ROCHESTER,2477,55,2,2018-05-20 16:45
Town,Total Cust.,Cust. Out,% Out,2018-05-20 16:30
MATTAPOISETT,3917,2,0.05,2018-05-20 16:30
NEW BEDFORD,47536,1,0.00,2018-05-20 16:30
NEWTON,40757,1,0.00,2018-05-20 16:30
PLYMOUTH,31064,1,0.00,2018-05-20 16:30
ROCHESTER,2477,55,2,2018-05-20 16:30
Town,Total Cust.,Cust. Out,% Out,2018-05-20 16:15
CAMBRIDGE,55220,624,1,2018-05-20 16:15
MATTAPOISETT,3917,2,0.05,2018-05-20 16:15
NEW BEDFORD,47536,1,0.00,2018-05-20 16:15
NEWTON,40757,1,0.00,2018-05-20 16:15
PLYMOUTH,31064,1,0.00,2018-05-20 16:15
ROCHESTER,2477,55,2,2018-05-20 16:15
WATERTOWN,18452,54,0.29,2018-05-20 16:15
WINCHESTER,8571,2,0.02,2018-05-20 16:15
Town,Total Cust.,Cust. Out,% Out,2018-05-20 16:00
CAMBRIDGE,55220,34,0.06,2018-05-20 16:00
MATTAPOISETT,3917,2,0.05,2018-05-20 16:00
NEW BEDFORD,47536,1,0.00,2018-05-20 16:00
NEWTON,40757,1,0.00,2018-05-20 16:00
PLYMOUTH,31064,1,0.00,2018-05-20 16:00
ROCHESTER,2477,55,2,2018-05-20 16:00
WATERTOWN,18452,54,0.29,2018-05-20 16:00
WINCHESTER,8571,2,0.02,2018-05-20 16:00
Town,Total Cust.,Cust. Out,% Out,2018-05-20 15:45
CAMBRIDGE,55220,11,0.02,2018-05-20 15:45
MATTAPOISETT,3917,2,0.05,2018-05-20 15:45
NEW BEDFORD,47536,1,0.00,2018-05-20 15:45
NEWTON,40757,1,0.00,2018-05-20 15:45
PLYMOUTH,31064,1,0.00,2018-05-20 15:45
ROCHESTER,2477,55,2,2018-05-20 15:45
WATERTOWN,18452,54,0.29,2018-05-20 15:45
WINCHESTER,8571,1,0.01,2018-05-20 15:45
Town,Total Cust.,Cust. Out,% Out,2018-05-20 15:30
CAMBRIDGE,55220,11,0.02,2018-05-20 15:30
MATTAPOISETT,3917,2,0.05,2018-05-20 15:30
NEW BEDFORD,47536,1,0.00,2018-05-20 15:30
NEWTON,40757,1,0.00,2018-05-20 15:30
PLYMOUTH,31064,1,0.00,2018-05-20 15:30
ROCHESTER,2477,55,2,2018-05-20 15:30
WATERTOWN,18452,54,0.29,2018-05-20 15:30
WINCHESTER,8571,1,0.01,2018-05-20 15:30
Town,Total Cust.,Cust. Out,% Out,2018-05-20 15:15
CAMBRIDGE,55220,11,0.02,2018-05-20 15:15
NEWTON,40757,1,0.00,2018-05-20 15:15
PLYMOUTH,31064,1,0.00,2018-05-20 15:15
WATERTOWN,18452,54,0.29,2018-05-20 15:15
WAYLAND,5607,1,0.02,2018-05-20 15:15
WINCHESTER,8571,1,0.01,2018-05-20 15:15
Town,Total Cust.,Cust. Out,% Out,2018-05-20 15:00
CAMBRIDGE,55220,1,0.00,2018-05-20 15:00
NEWTON,40757,1,0.00,2018-05-20 15:00
PLYMOUTH,31064,1,0.00,2018-05-20 15:00
WATERTOWN,18452,54,0.29,2018-05-20 15:00
WAYLAND,5607,1,0.02,2018-05-20 15:00
WINCHESTER,8571,1,0.01,2018-05-20 15:00
Town,Total Cust.,Cust. Out,% Out,2018-05-20 14:45
CAMBRIDGE,55220,1,0.00,2018-05-20 14:45
NEW BEDFORD,47536,1,0.00,2018-05-20 14:45
NEWTON,40757,1,0.00,2018-05-20 14:45
PLYMOUTH,31064,1,0.00,2018-05-20 14:45
WATERTOWN,18452,54,0.29,2018-05-20 14:45
WAYLAND,5607,1,0.02,2018-05-20 14:45
Town,Total Cust.,Cust. Out,% Out,2018-05-20 14:30
BOSTON,277178,1,0.00,2018-05-20 14:30
NEW BEDFORD,47536,1,0.00,2018-05-20 14:30
NEWTON,40757,1,0.00,2018-05-20 14:30
PLYMOUTH,31064,1,0.00,2018-05-20 14:30
WALTHAM,29916,2,0.01,2018-05-20 14:30
WATERTOWN,18452,54,0.29,2018-05-20 14:30
WAYLAND,5607,1,0.02,2018-05-20 14:30
Town,Total Cust.,Cust. Out,% Out,2018-05-20 14:15
BOSTON,277178,1,0.00,2018-05-20 14:15
NEW BEDFORD,47536,1,0.00,2018-05-20 14:15
NEWTON,40757,1,0.00,2018-05-20 14:15
PLYMOUTH,31064,1,0.00,2018-05-20 14:15
WALTHAM,29916,2,0.01,2018-05-20 14:15
WATERTOWN,18452,54,0.29,2018-05-20 14:15
WAYLAND,5607,1,0.02,2018-05-20 14:15
WINCHESTER,8571,1,0.01,2018-05-20 14:15
Town,Total Cust.,Cust. Out,% Out,2018-05-20 14:00
BOSTON,277178,1,0.00,2018-05-20 14:00
NEW BEDFORD,47536,1,0.00,2018-05-20 14:00
NEWTON,40757,1,0.00,2018-05-20 14:00
PLYMOUTH,31064,1,0.00,2018-05-20 14:00
