Town,Total Cust.,Cust. Out,% Out,timestamp
NEWTOWN,11346,6,0.05,2018-06-26 20:00
STONINGTON,10816,2,0.02,2018-06-26 20:00
NEWTOWN,11346,28,0.25,2018-06-26 19:45
SOUTHINGTON,19996,1,0.01,2018-06-26 19:45
STONINGTON,10816,2,0.02,2018-06-26 19:45
GUILFORD,11006,1,0.01,2018-06-26 19:30
NEW LONDON,13989,36,0.26,2018-06-26 19:30
NEWTOWN,11346,28,0.25,2018-06-26 19:30
SOUTHINGTON,19996,1,0.01,2018-06-26 19:30
STONINGTON,10816,2,0.02,2018-06-26 19:30
ENFIELD,19327,1,0.01,2018-06-26 18:30
NEW LONDON,13989,32,0.23,2018-06-26 18:30
NEWTOWN,11346,1,0.01,2018-06-26 18:30
PLAINFIELD,7221,5,0.07,2018-06-26 18:30
STONINGTON,10816,2,0.02,2018-06-26 18:30
BERLIN,9818,1,0.01,2018-06-26 18:15
ENFIELD,19327,1,0.01,2018-06-26 18:15
GUILFORD,11006,1,0.01,2018-06-26 18:15
NEW LONDON,13989,21,0.15,2018-06-26 18:15
PLAINFIELD,7221,1,0.01,2018-06-26 18:15
STONINGTON,10816,1,0.01,2018-06-26 18:15
WINDHAM,10262,1,0.01,2018-06-26 18:15
NEWTOWN,11346,1,0.01,2018-06-26 17:00
STONINGTON,10816,1,0.01,2018-06-26 17:00
SUFFIELD,6253,1,0.02,2018-06-26 17:00
WETHERSFIELD,12473,25,0.2,2018-06-26 17:00
WINDSOR,13355,1,0.01,2018-06-26 17:00
NEWTOWN,11346,1,0.01,2018-06-26 16:45
STONINGTON,10816,1,0.01,2018-06-26 16:45
WETHERSFIELD,12473,25,0.2,2018-06-26 16:45
WINDSOR,13355,1,0.01,2018-06-26 16:45
CHESHIRE,11584,1,0.01,2018-06-26 16:30
HARTFORD,58954,1,0.0,2018-06-26 16:30
NEWTOWN,11346,1,0.01,2018-06-26 16:30
STONINGTON,10816,1,0.01,2018-06-26 16:30
WETHERSFIELD,12473,25,0.2,2018-06-26 16:30
WINDSOR,13355,1,0.01,2018-06-26 16:30
HARTFORD,58954,1,0.0,2018-06-26 16:15
NEWTOWN,11346,1,0.01,2018-06-26 16:15
STONINGTON,10816,1,0.01,2018-06-26 16:15
WEST HARTFORD,28643,1,0.0,2018-06-26 16:15
WETHERSFIELD,12473,25,0.2,2018-06-26 16:15
WINDSOR,13355,1,0.01,2018-06-26 16:15
ELLINGTON,7677,1,0.01,2018-06-26 16:00
STONINGTON,10816,1,0.01,2018-06-26 16:00
WETHERSFIELD,12473,25,0.2,2018-06-26 16:00
WINDSOR,13355,1,0.01,2018-06-26 16:00
ELLINGTON,7677,1,0.01,2018-06-26 15:45
STONINGTON,10816,1,0.01,2018-06-26 15:45
WETHERSFIELD,12473,25,0.2,2018-06-26 15:45
WINDSOR,13355,1,0.01,2018-06-26 15:45
COLCHESTER,7217,1,0.01,2018-06-26 15:30
ELLINGTON,7677,1,0.01,2018-06-26 15:30
STAFFORD,6288,19,0.3,2018-06-26 15:30
STONINGTON,10816,1,0.01,2018-06-26 15:30
WETHERSFIELD,12473,25,0.2,2018-06-26 15:30
WINDSOR,13355,1,0.01,2018-06-26 15:30
DANBURY,37178,1,0.0,2018-06-26 15:15
ELLINGTON,7677,1,0.01,2018-06-26 15:15
STONINGTON,10816,1,0.01,2018-06-26 15:15
WETHERSFIELD,12473,25,0.2,2018-06-26 15:15
WINDSOR,13355,1,0.01,2018-06-26 15:15
ELLINGTON,7677,1,0.01,2018-06-26 15:00
STONINGTON,10816,1,0.01,2018-06-26 15:00
WETHERSFIELD,12473,25,0.2,2018-06-26 15:00
WINDSOR,13355,1,0.01,2018-06-26 15:00
ELLINGTON,7677,1,0.01,2018-06-26 14:45
MIDDLETOWN,22961,1,0.0,2018-06-26 14:45
STONINGTON,10816,1,0.01,2018-06-26 14:45
WETHERSFIELD,12473,25,0.2,2018-06-26 14:45
WINDSOR,13355,1,0.01,2018-06-26 14:45
ELLINGTON,7677,1,0.01,2018-06-26 14:30
MIDDLETOWN,22961,1,0.0,2018-06-26 14:30
STONINGTON,10816,1,0.01,2018-06-26 14:30
WETHERSFIELD,12473,25,0.2,2018-06-26 14:30
WINDSOR,13355,1,0.01,2018-06-26 14:30
ELLINGTON,7677,1,0.01,2018-06-26 14:15
STONINGTON,10816,1,0.01,2018-06-26 14:15
WETHERSFIELD,12473,25,0.2,2018-06-26 14:15
WINDSOR,13355,1,0.01,2018-06-26 14:15
ELLINGTON,7677,1,0.01,2018-06-26 14:00
WETHERSFIELD,12473,25,0.2,2018-06-26 14:00
WINDSOR,13355,1,0.01,2018-06-26 14:00
ELLINGTON,7677,1,0.01,2018-06-26 13:45
NEW BRITAIN,34559,18,0.05,2018-06-26 13:45
WETHERSFIELD,12473,25,0.2,2018-06-26 13:45
WINDSOR,13355,1,0.01,2018-06-26 13:45
EAST HARTFORD,23273,1,0.0,2018-06-26 13:30
ELLINGTON,7677,1,0.01,2018-06-26 13:30
NEW BRITAIN,34559,18,0.05,2018-06-26 13:30
WETHERSFIELD,12473,25,0.2,2018-06-26 13:30
WINDSOR,13355,1,0.01,2018-06-26 13:30
NEW BRITAIN,34559,18,0.05,2018-06-26 13:15
WETHERSFIELD,12473,25,0.2,2018-06-26 13:15
WINDSOR,13355,1,0.01,2018-06-26 13:15
NEW BRITAIN,34559,18,0.05,2018-06-26 13:00
NORWALK,31196,1,0.0,2018-06-26 13:00
WETHERSFIELD,12473,25,0.2,2018-06-26 13:00
WINDSOR,13355,1,0.01,2018-06-26 13:00
NEW BRITAIN,34559,18,0.05,2018-06-26 12:45
WETHERSFIELD,12473,25,0.2,2018-06-26 12:45
WINDSOR,13355,1,0.01,2018-06-26 12:45
EAST LYME,10048,1,0.01,2018-06-26 12:30
NEW BRITAIN,34559,18,0.05,2018-06-26 12:30
WETHERSFIELD,12473,25,0.2,2018-06-26 12:30
WINDSOR,13355,1,0.01,2018-06-26 12:30
EAST LYME,10048,1,0.01,2018-06-26 12:15
LITCHFIELD,4718,1,0.02,2018-06-26 12:15
NEW BRITAIN,34559,18,0.05,2018-06-26 12:15
PROSPECT,4132,36,0.87,2018-06-26 12:15
WETHERSFIELD,12473,38,0.3,2018-06-26 12:15
WINDHAM,10262,4,0.04,2018-06-26 12:15
WINDSOR,13355,1,0.01,2018-06-26 12:15
BETHLEHEM,1901,3,0.16,2018-06-26 12:00
EAST LYME,10048,1,0.01,2018-06-26 12:00
LITCHFIELD,4718,1,0.02,2018-06-26 12:00
MANSFIELD,7783,1,0.01,2018-06-26 12:00
NEW BRITAIN,34559,18,0.05,2018-06-26 12:00
PROSPECT,4132,36,0.87,2018-06-26 12:00
WETHERSFIELD,12473,38,0.3,2018-06-26 12:00
WINDHAM,10262,4,0.04,2018-06-26 12:00
WINDSOR,13355,1,0.01,2018-06-26 12:00
BETHLEHEM,1901,3,0.16,2018-06-26 11:45
EAST LYME,10048,1,0.01,2018-06-26 11:45
LITCHFIELD,4718,1,0.02,2018-06-26 11:45
MANSFIELD,7783,1,0.01,2018-06-26 11:45
NAUGATUCK,14423,1,0.01,2018-06-26 11:45
NORWALK,31196,1,0.0,2018-06-26 11:45
PROSPECT,4132,36,0.87,2018-06-26 11:45
WETHERSFIELD,12473,38,0.3,2018-06-26 11:45
WINDHAM,10262,4,0.04,2018-06-26 11:45
WINDSOR,13355,1,0.01,2018-06-26 11:45
BETHLEHEM,1901,3,0.16,2018-06-26 11:30
COLCHESTER,7217,608,8.0,2018-06-26 11:30
EAST HADDAM,4935,8,0.16,2018-06-26 11:30
LITCHFIELD,4718,1,0.02,2018-06-26 11:30
MANSFIELD,7783,1,0.01,2018-06-26 11:30
NAUGATUCK,14423,1,0.01,2018-06-26 11:30
NORWALK,31196,1,0.0,2018-06-26 11:30
WETHERSFIELD,12473,38,0.3,2018-06-26 11:30
WINDSOR,13355,1,0.01,2018-06-26 11:30
BETHLEHEM,1901,3,0.16,2018-06-26 11:15
COLCHESTER,7217,608,8.0,2018-06-26 11:15
EAST HADDAM,4935,8,0.16,2018-06-26 11:15
LITCHFIELD,4718,1,0.02,2018-06-26 11:15
MANSFIELD,7783,1,0.01,2018-06-26 11:15
NAUGATUCK,14423,1,0.01,2018-06-26 11:15
NORWALK,31196,1,0.0,2018-06-26 11:15
WETHERSFIELD,12473,38,0.3,2018-06-26 11:15
WINDHAM,10262,1,0.01,2018-06-26 11:15
WINDSOR,13355,1,0.01,2018-06-26 11:15
BETHLEHEM,1901,3,0.16,2018-06-26 11:00
COLCHESTER,7217,608,8.0,2018-06-26 11:00
EAST HADDAM,4935,8,0.16,2018-06-26 11:00
LITCHFIELD,4718,1,0.02,2018-06-26 11:00
MANSFIELD,7783,1,0.01,2018-06-26 11:00
NORWALK,31196,1,0.0,2018-06-26 11:00
WATERTOWN,10203,1,0.01,2018-06-26 11:00
WETHERSFIELD,12473,38,0.3,2018-06-26 11:00
WINDSOR,13355,1,0.01,2018-06-26 11:00
BETHLEHEM,1901,3,0.16,2018-06-26 10:45
COLCHESTER,7217,609,8.0,2018-06-26 10:45
EAST HADDAM,4935,8,0.16,2018-06-26 10:45
LITCHFIELD,4718,1,0.02,2018-06-26 10:45
MANSFIELD,7783,1,0.01,2018-06-26 10:45
NORWALK,31196,1,0.0,2018-06-26 10:45
WATERTOWN,10203,1,0.01,2018-06-26 10:45
WETHERSFIELD,12473,38,0.3,2018-06-26 10:45
WINDSOR,13355,1,0.01,2018-06-26 10:45
BETHLEHEM,1901,3,0.16,2018-06-26 10:30
COLCHESTER,7217,609,8.0,2018-06-26 10:30
EAST HADDAM,4935,8,0.16,2018-06-26 10:30
LITCHFIELD,4718,1,0.02,2018-06-26 10:30
MANSFIELD,7783,1,0.01,2018-06-26 10:30
NEW BRITAIN,34559,5,0.01,2018-06-26 10:30
WATERTOWN,10203,1,0.01,2018-06-26 10:30
WETHERSFIELD,12473,38,0.3,2018-06-26 10:30
WINDSOR,13355,1,0.01,2018-06-26 10:30
BETHLEHEM,1901,3,0.16,2018-06-26 10:15
LITCHFIELD,4718,1,0.02,2018-06-26 10:15
MANSFIELD,7783,1,0.01,2018-06-26 10:15
NEW BRITAIN,34559,5,0.01,2018-06-26 10:15
ROXBURY,1347,1,0.07,2018-06-26 10:15
SOUTHBURY,9958,1,0.01,2018-06-26 10:15
WATERTOWN,10203,1,0.01,2018-06-26 10:15
WETHERSFIELD,12473,38,0.3,2018-06-26 10:15
LITCHFIELD,4718,1,0.02,2018-06-26 10:00
MANSFIELD,7783,1,0.01,2018-06-26 10:00
NEW BRITAIN,34559,5,0.01,2018-06-26 10:00
SOUTHBURY,9958,1,0.01,2018-06-26 10:00
WATERTOWN,10203,1,0.01,2018-06-26 10:00
WETHERSFIELD,12473,38,0.3,2018-06-26 10:00
LITCHFIELD,4718,1,0.02,2018-06-26 09:45
NEW BRITAIN,34559,1,0.0,2018-06-26 09:45
NEWINGTON,14776,19,0.13,2018-06-26 09:45
SOUTHBURY,9958,1,0.01,2018-06-26 09:45
WATERTOWN,10203,1,0.01,2018-06-26 09:45
WETHERSFIELD,12473,38,0.3,2018-06-26 09:45
NEWINGTON,14776,19,0.13,2018-06-26 09:30
SOUTHBURY,9958,1,0.01,2018-06-26 09:30
WATERTOWN,10203,1,0.01,2018-06-26 09:30
WETHERSFIELD,12473,38,0.3,2018-06-26 09:30
NEWINGTON,14776,19,0.13,2018-06-26 09:15
SOUTHBURY,9958,1,0.01,2018-06-26 09:15
SUFFIELD,6253,21,0.34,2018-06-26 09:15
WATERTOWN,10203,1,0.01,2018-06-26 09:15
WINDSOR,13355,1,0.01,2018-06-26 09:15
BRISTOL,29704,65,0.22,2018-06-26 09:00
DANBURY,37178,2,0.01,2018-06-26 09:00
DURHAM,3124,1,0.03,2018-06-26 09:00
NEWINGTON,14776,19,0.13,2018-06-26 09:00
OLD SAYBROOK,7104,35,0.49,2018-06-26 09:00
SOUTHBURY,9958,1,0.01,2018-06-26 09:00
SUFFIELD,6253,21,0.34,2018-06-26 09:00
WATERTOWN,10203,1,0.01,2018-06-26 09:00
