Town,Total Cust.,Cust. Out,% Out,timestamp
SPRINGFIELD,64058,5,0.01,2018-07-21 23:30
SPRINGFIELD,64058,5,0.01,2018-07-21 23:15
SPRINGFIELD,64058,5,0.01,2018-07-21 23:00
SPRINGFIELD,64058,5,0.01,2018-07-21 22:45
SPRINGFIELD,64058,5,0.01,2018-07-21 22:30
SPRINGFIELD,64058,5,0.01,2018-07-21 22:15
SPRINGFIELD,64058,5,0.01,2018-07-21 22:00
SPRINGFIELD,64058,5,0.01,2018-07-21 21:45
SPRINGFIELD,64058,5,0.01,2018-07-21 21:30
SPRINGFIELD,64058,1,0.0,2018-07-21 21:15
PLAINFIELD,427,1,0.23,2018-07-21 20:15
PLAINFIELD,427,1,0.23,2018-07-21 20:00
AMHERST,10298,8,0.08,2018-07-21 19:15
AMHERST,10298,8,0.08,2018-07-21 19:00
AMHERST,10298,50,0.49,2018-07-21 18:45
AMHERST,10298,50,0.49,2018-07-21 18:30
AMHERST,10298,100,0.97,2018-07-21 18:15
LONGMEADOW,6019,1,0.02,2018-07-21 15:30
LONGMEADOW,6019,1,0.02,2018-07-21 15:15
SPRINGFIELD,64058,34,0.05,2018-07-21 15:00
SPRINGFIELD,64058,34,0.05,2018-07-21 14:45
SPRINGFIELD,64058,34,0.05,2018-07-21 14:30
SPRINGFIELD,64058,34,0.05,2018-07-21 14:15
SPRINGFIELD,64058,34,0.05,2018-07-21 14:00
SPRINGFIELD,64058,34,0.05,2018-07-21 13:45
SPRINGFIELD,64058,1,0.0,2018-07-21 08:30
