Town,Total Cust.,Cust. Out,% Out,timestamp
BLOOMFIELD,10611,1,0.01,2019-01-31 13:00
BRIDGEWATER,964,19,2,2019-01-31 13:00
STAFFORD,6298,1,0.02,2019-01-31 13:00
UNION,458,1,0.22,2019-01-31 13:00
WASHINGTON,2586,1,0.04,2019-01-31 13:00
BLOOMFIELD,10611,1,0.01,2019-01-31 12:45
BRIDGEWATER,964,19,2.0,2019-01-31 12:45
NEWTOWN,11401,1,0.01,2019-01-31 12:45
RIDGEFIELD,10933,3,0.03,2019-01-31 12:45
STAFFORD,6298,1,0.02,2019-01-31 12:45
UNION,458,1,0.22,2019-01-31 12:45
WASHINGTON,2586,1,0.04,2019-01-31 12:45
BLOOMFIELD,10611,1,0.01,2019-01-31 12:00
EAST HADDAM,4940,1,0.02,2019-01-31 12:00
HARTFORD,59063,16,0.03,2019-01-31 12:00
NEWTOWN,11401,1,0.01,2019-01-31 12:00
RIDGEFIELD,10933,3,0.03,2019-01-31 12:00
STAFFORD,6298,1,0.02,2019-01-31 12:00
UNION,458,1,0.22,2019-01-31 12:00
WASHINGTON,2586,1,0.04,2019-01-31 12:00
WATERFORD,9778,1,0.01,2019-01-31 12:00
BLOOMFIELD,10611,1,0.01,2019-01-31 11:45
EAST HADDAM,4940,1,0.02,2019-01-31 11:45
HARTFORD,59063,16,0.03,2019-01-31 11:45
MIDDLETOWN,23082,1,0.0,2019-01-31 11:45
NEWTOWN,11401,1,0.01,2019-01-31 11:45
RIDGEFIELD,10933,3,0.03,2019-01-31 11:45
STAFFORD,6298,1,0.02,2019-01-31 11:45
UNION,458,1,0.22,2019-01-31 11:45
WASHINGTON,2586,1,0.04,2019-01-31 11:45
BLOOMFIELD,10611,1,0.01,2019-01-31 11:30
EAST HADDAM,4940,1,0.02,2019-01-31 11:30
HARTFORD,59063,16,0.03,2019-01-31 11:30
NEWTOWN,11401,1,0.01,2019-01-31 11:30
RIDGEFIELD,10933,3,0.03,2019-01-31 11:30
STAFFORD,6298,1,0.02,2019-01-31 11:30
UNION,458,1,0.22,2019-01-31 11:30
WASHINGTON,2586,1,0.04,2019-01-31 11:30
BLOOMFIELD,10611,1,0.01,2019-01-31 11:15
EAST HADDAM,4940,1,0.02,2019-01-31 11:15
HARTFORD,59063,16,0.03,2019-01-31 11:15
NEWTOWN,11401,1,0.01,2019-01-31 11:15
RIDGEFIELD,10933,3,0.03,2019-01-31 11:15
STAFFORD,6298,1,0.02,2019-01-31 11:15
BLOOMFIELD,10611,1,0.01,2019-01-31 11:00
EAST HADDAM,4940,1,0.02,2019-01-31 11:00
HARTFORD,59063,16,0.03,2019-01-31 11:00
RIDGEFIELD,10933,3,0.03,2019-01-31 11:00
STAFFORD,6298,1,0.02,2019-01-31 11:00
BLOOMFIELD,10611,1,0.01,2019-01-31 10:45
EAST HADDAM,4940,1,0.02,2019-01-31 10:45
HARTFORD,59063,16,0.03,2019-01-31 10:45
NEWTOWN,11401,99,0.87,2019-01-31 10:45
RIDGEFIELD,10933,3,0.03,2019-01-31 10:45
STAFFORD,6298,1,0.02,2019-01-31 10:45
BRIDGEWATER,964,1,0.1,2019-01-31 10:30
HARTFORD,59063,16,0.03,2019-01-31 10:30
MADISON,9161,1,0.01,2019-01-31 10:30
NEWTOWN,11401,99,0.87,2019-01-31 10:30
RIDGEFIELD,10933,1,0.01,2019-01-31 10:30
STAFFORD,6298,1,0.02,2019-01-31 10:30
STONINGTON,10829,1,0.01,2019-01-31 10:30
BRIDGEWATER,964,1,0.1,2019-01-31 10:15
EAST LYME,10069,1,0.01,2019-01-31 10:15
HARTFORD,59063,16,0.03,2019-01-31 10:15
NEWTOWN,11401,99,0.87,2019-01-31 10:15
RIDGEFIELD,10933,1,0.01,2019-01-31 10:15
STAFFORD,6298,1,0.02,2019-01-31 10:15
BRIDGEWATER,964,1,0.1,2019-01-31 10:00
EAST LYME,10069,1,0.01,2019-01-31 10:00
HARTFORD,59063,16,0.03,2019-01-31 10:00
NEWTOWN,11401,99,0.87,2019-01-31 10:00
RIDGEFIELD,10933,1,0.01,2019-01-31 10:00
STAFFORD,6298,1,0.02,2019-01-31 10:00
MANSFIELD,7787,1,0.01,2019-01-31 07:00
PLAINFIELD,7248,1,0.01,2019-01-31 07:00
MANSFIELD,7787,1,0.01,2019-01-31 06:45
MANSFIELD,7787,1,0.01,2019-01-31 06:30
MANSFIELD,7787,1,0.01,2019-01-31 06:15
MANSFIELD,7787,1,0.01,2019-01-31 06:00
MADISON,9161,19,0.21,2019-01-31 05:45
MANSFIELD,7787,1,0.01,2019-01-31 05:45
MADISON,9161,19,0.21,2019-01-31 05:30
MANSFIELD,7787,1,0.01,2019-01-31 05:30
MADISON,9161,19,0.21,2019-01-31 05:15
MANSFIELD,7787,1,0.01,2019-01-31 05:15
MADISON,9161,19,0.21,2019-01-31 05:00
MANSFIELD,7787,1,0.01,2019-01-31 05:00
SOUTH WINDSOR,12460,1232,10.0,2019-01-31 05:00
MADISON,9161,19,0.21,2019-01-31 04:00
PORTLAND,4656,1,0.02,2019-01-31 04:00
EAST HADDAM,4940,1,0.02,2019-01-31 00:15
ELLINGTON,7719,1,0.01,2019-01-31 00:15
MADISON,9161,19,0.21,2019-01-31 00:15
MARLBOROUGH,2642,17,0.64,2019-01-31 00:15
OXFORD,5613,2,0.04,2019-01-31 00:15
POMFRET,1888,69,4.0,2019-01-31 00:15
PORTLAND,4656,1,0.02,2019-01-31 00:15
EAST HADDAM,4940,1,0.02,2019-01-31 00:00
ELLINGTON,7719,1,0.01,2019-01-31 00:00
MADISON,9161,19,0.21,2019-01-31 00:00
MARLBOROUGH,2642,17,0.64,2019-01-31 00:00
OXFORD,5613,1,0.02,2019-01-31 00:00
POMFRET,1888,69,4.0,2019-01-31 00:00
PORTLAND,4656,1,0.02,2019-01-31 00:00
