Town,Total Cust.,Cust. Out,% Out,timestamp
EDGARTOWN,6079,2,0.03,2018-06-08 23:45
NEW BEDFORD,47470,668,1,2018-06-08 23:45
EDGARTOWN,6079,2,0.03,2018-06-08 23:30
NEW BEDFORD,47470,668,1.0,2018-06-08 23:30
EDGARTOWN,6079,2,0.03,2018-06-08 23:15
NEW BEDFORD,47470,668,1.0,2018-06-08 23:15
WALTHAM,29896,17,0.06,2018-06-08 23:15
EDGARTOWN,6079,2,0.03,2018-06-08 23:00
NEW BEDFORD,47470,668,1.0,2018-06-08 23:00
WALTHAM,29896,17,0.06,2018-06-08 23:00
EDGARTOWN,6079,2,0.03,2018-06-08 22:45
NEW BEDFORD,47470,668,1.0,2018-06-08 22:45
WALTHAM,29896,17,0.06,2018-06-08 22:45
EDGARTOWN,6079,2,0.03,2018-06-08 22:30
NEW BEDFORD,47470,668,1.0,2018-06-08 22:30
WALTHAM,29896,17,0.06,2018-06-08 22:30
BOSTON,277272,1,0.0,2018-06-08 21:45
EDGARTOWN,6079,1,0.02,2018-06-08 21:45
MAYNARD,5038,2,0.04,2018-06-08 21:45
WALTHAM,29896,17,0.06,2018-06-08 21:45
BOSTON,277272,1,0.0,2018-06-08 21:30
EDGARTOWN,6079,1,0.02,2018-06-08 21:30
NEWTON,40741,8,0.02,2018-06-08 21:30
WALTHAM,29896,17,0.06,2018-06-08 21:30
BOSTON,277272,1,0.0,2018-06-08 21:15
NEWTON,40741,8,0.02,2018-06-08 21:15
WALTHAM,29896,17,0.06,2018-06-08 21:15
BOSTON,277272,1,0.0,2018-06-08 21:00
NEWTON,40741,8,0.02,2018-06-08 21:00
WALTHAM,29896,17,0.06,2018-06-08 21:00
BOSTON,277272,1,0.0,2018-06-08 20:45
NEWTON,40741,8,0.02,2018-06-08 20:45
WALTHAM,29896,17,0.06,2018-06-08 20:45
BOSTON,277272,2,0.0,2018-06-08 20:30
DENNIS,17115,7,0.04,2018-06-08 20:30
NATICK,17238,1,0.01,2018-06-08 20:30
NEWTON,40741,8,0.02,2018-06-08 20:30
BOSTON,277272,2,0.0,2018-06-08 20:15
DENNIS,17115,7,0.04,2018-06-08 20:15
NATICK,17238,1,0.01,2018-06-08 20:15
BOSTON,277272,2,0.0,2018-06-08 20:00
NATICK,17238,1,0.01,2018-06-08 20:00
NEW BEDFORD,47470,1,0.0,2018-06-08 20:00
BOSTON,277272,2,0.0,2018-06-08 19:45
NATICK,17238,1,0.01,2018-06-08 19:45
NEW BEDFORD,47470,1,0.0,2018-06-08 19:45
BOSTON,277272,2,0.0,2018-06-08 19:30
NATICK,17238,1,0.01,2018-06-08 19:30
NEW BEDFORD,47470,1,0.0,2018-06-08 19:30
BOSTON,277272,1,0.0,2018-06-08 19:15
