Town,Total Cust.,Cust. Out,% Out,timestamp
BETHLEHEM,1903,1,0.05,2018-08-04 23:45
GROTON,5582,26,0.47,2018-08-04 23:45
KENT,2131,1,0.05,2018-08-04 23:45
NEW FAIRFIELD,6103,3,0.05,2018-08-04 23:45
NEW MILFORD,13942,2,0.01,2018-08-04 23:45
NEWINGTON,14775,15,0.10,2018-08-04 23:45
RIDGEFIELD,10883,6,0.06,2018-08-04 23:45
SHERMAN,2004,1,0.05,2018-08-04 23:45
VOLUNTOWN,1306,1,0.08,2018-08-04 23:45
BETHLEHEM,1903,1,0.05,2018-08-04 23:30
GROTON,5582,26,0.47,2018-08-04 23:30
KENT,2131,1,0.05,2018-08-04 23:30
NEW FAIRFIELD,6103,3,0.05,2018-08-04 23:30
NEW MILFORD,13942,2,0.01,2018-08-04 23:30
NEWINGTON,14775,15,0.1,2018-08-04 23:30
RIDGEFIELD,10883,6,0.06,2018-08-04 23:30
SHERMAN,2004,1,0.05,2018-08-04 23:30
VOLUNTOWN,1306,1,0.08,2018-08-04 23:30
WARREN,872,1,0.11,2018-08-04 23:30
BETHLEHEM,1903,1,0.05,2018-08-04 23:15
GROTON,5582,26,0.47,2018-08-04 23:15
KENT,2131,1,0.05,2018-08-04 23:15
NEW FAIRFIELD,6103,3,0.05,2018-08-04 23:15
NEW MILFORD,13942,2,0.01,2018-08-04 23:15
NEWINGTON,14775,15,0.1,2018-08-04 23:15
RIDGEFIELD,10883,19,0.17,2018-08-04 23:15
SHERMAN,2004,1,0.05,2018-08-04 23:15
WARREN,872,1,0.11,2018-08-04 23:15
ASHFORD,2169,15,0.69,2018-08-04 23:00
BETHLEHEM,1903,1,0.05,2018-08-04 23:00
EASTFORD,928,102,11.0,2018-08-04 23:00
GROTON,5582,26,0.47,2018-08-04 23:00
KENT,2131,1,0.05,2018-08-04 23:00
NEW FAIRFIELD,6103,3,0.05,2018-08-04 23:00
NEW MILFORD,13942,2,0.01,2018-08-04 23:00
