Town,Total Cust.,Cust. Out,% Out,timestamp
BETHEL,8677,7,0.08,2018-08-27 23:45
DANBURY,37228,12,0.03,2018-08-27 23:45
HADDAM,3945,37,0.94,2018-08-27 23:45
NEW FAIRFIELD,6100,1,0.02,2018-08-27 23:45
OLD SAYBROOK,7107,4,0.06,2018-08-27 23:45
RIDGEFIELD,10881,1,0.01,2018-08-27 23:45
BETHEL,8677,7,0.08,2018-08-27 23:30
BRISTOL,29715,1,0.0,2018-08-27 23:30
DANBURY,37228,12,0.03,2018-08-27 23:30
NEW FAIRFIELD,6100,1,0.02,2018-08-27 23:30
OLD SAYBROOK,7107,4,0.06,2018-08-27 23:30
RIDGEFIELD,10881,1,0.01,2018-08-27 23:30
BETHEL,8677,7,0.08,2018-08-27 23:15
BRISTOL,29715,1,0.0,2018-08-27 23:15
DANBURY,37228,12,0.03,2018-08-27 23:15
NEW FAIRFIELD,6100,1,0.02,2018-08-27 23:15
OLD SAYBROOK,7107,4,0.06,2018-08-27 23:15
BRISTOL,29715,1,0.0,2018-08-27 23:00
NEW FAIRFIELD,6100,1,0.02,2018-08-27 23:00
OLD SAYBROOK,7107,4,0.06,2018-08-27 23:00
BRISTOL,29715,1,0.0,2018-08-27 22:45
NEW FAIRFIELD,6100,1,0.02,2018-08-27 22:45
OLD SAYBROOK,7107,5,0.07,2018-08-27 22:45
BRISTOL,29715,1,0.0,2018-08-27 22:30
NEW FAIRFIELD,6100,1,0.02,2018-08-27 22:30
OLD SAYBROOK,7107,5,0.07,2018-08-27 22:30
NEW FAIRFIELD,6100,1,0.02,2018-08-27 22:15
OLD SAYBROOK,7107,5,0.07,2018-08-27 22:15
BRISTOL,29715,1,0.0,2018-08-27 22:00
DANBURY,37228,7,0.02,2018-08-27 22:00
DEEP RIVER,2457,3,0.12,2018-08-27 22:00
NEW BRITAIN,34591,1,0.0,2018-08-27 22:00
NEW FAIRFIELD,6100,1,0.02,2018-08-27 22:00
OLD SAYBROOK,7107,5,0.07,2018-08-27 22:00
BRISTOL,29715,1,0.0,2018-08-27 21:45
DANBURY,37228,7,0.02,2018-08-27 21:45
DEEP RIVER,2457,3,0.12,2018-08-27 21:45
NEW BRITAIN,34591,1,0.0,2018-08-27 21:45
NEW FAIRFIELD,6100,1,0.02,2018-08-27 21:45
OLD SAYBROOK,7107,1,0.01,2018-08-27 21:45
DANBURY,37228,7,0.02,2018-08-27 21:30
DEEP RIVER,2457,3,0.12,2018-08-27 21:30
MIDDLEFIELD,2199,36,2.0,2018-08-27 21:30
NEW BRITAIN,34591,1,0.0,2018-08-27 21:30
NEW FAIRFIELD,6100,1,0.02,2018-08-27 21:30
OLD SAYBROOK,7107,1,0.01,2018-08-27 21:30
DANBURY,37228,7,0.02,2018-08-27 21:15
DEEP RIVER,2457,3,0.12,2018-08-27 21:15
LEDYARD,6767,2,0.03,2018-08-27 21:15
MIDDLEFIELD,2199,36,2.0,2018-08-27 21:15
NEW FAIRFIELD,6100,1,0.02,2018-08-27 21:15
OLD SAYBROOK,7107,1,0.01,2018-08-27 21:15
BLOOMFIELD,10609,1,0.01,2018-08-27 21:00
CHESHIRE,11589,1,0.01,2018-08-27 21:00
DANBURY,37228,7,0.02,2018-08-27 21:00
DEEP RIVER,2457,3,0.12,2018-08-27 21:00
