Town,Total Cust.,Cust. Out,% Out,timestamp
SANDISFIELD,759,1,0.13,2018-12-10 14:00
SANDISFIELD,759,1,0.13,2018-12-10 13:45
AMHERST,10305,25,0.24,2018-12-10 11:00
GREENFIELD,9401,1,0.01,2018-12-10 11:00
AMHERST,10305,25,0.24,2018-12-10 10:45
GREENFIELD,9401,1,0.01,2018-12-10 10:45
WEST SPRINGFIELD,12811,1,0.01,2018-12-10 10:15
WEST SPRINGFIELD,12811,1,0.01,2018-12-10 10:00
WEST SPRINGFIELD,12811,1,0.01,2018-12-10 09:45
WEST SPRINGFIELD,12811,1,0.01,2018-12-10 09:30
WEST SPRINGFIELD,12811,1,0.01,2018-12-10 09:15
