Town,Total Cust.,Cust. Out,% Out,timestamp
DERRY,14439,1,0.01,2018-10-20 23:45
SPRINGFIELD,684,10,1,2018-10-20 23:45
SPRINGFIELD,684,10,1.0,2018-10-20 23:30
SPRINGFIELD,684,10,1.0,2018-10-20 23:15
SPRINGFIELD,684,10,1.0,2018-10-20 23:00
SPRINGFIELD,684,10,1.0,2018-10-20 22:45
SPRINGFIELD,684,10,1.0,2018-10-20 22:30
SPRINGFIELD,684,10,1.0,2018-10-20 22:15
SPRINGFIELD,684,10,1.0,2018-10-20 22:00
SPRINGFIELD,684,10,1.0,2018-10-20 21:45
SPRINGFIELD,684,10,1.0,2018-10-20 21:30
SPRINGFIELD,684,1,0.15,2018-10-20 21:15
WAKEFIELD,4078,1,0.02,2018-10-20 21:00
WAKEFIELD,4078,1,0.02,2018-10-20 20:45
WAKEFIELD,4078,1,0.02,2018-10-20 20:30
AMHERST,5638,1,0.02,2018-10-20 20:00
WAKEFIELD,4078,1,0.02,2018-10-20 20:00
AMHERST,5638,1,0.02,2018-10-20 19:45
WAKEFIELD,4078,1,0.02,2018-10-20 19:45
AMHERST,5638,1,0.02,2018-10-20 19:30
WAKEFIELD,4078,1,0.02,2018-10-20 19:30
AMHERST,5638,1,0.02,2018-10-20 19:15
AMHERST,5638,1,0.02,2018-10-20 19:00
AMHERST,5638,1,0.02,2018-10-20 18:45
AMHERST,5638,1,0.02,2018-10-20 18:30
AMHERST,5638,1,0.02,2018-10-20 18:15
JAFFREY,3044,1,0.03,2018-10-20 18:15
JAFFREY,3044,1,0.03,2018-10-20 18:00
JAFFREY,3044,1,0.03,2018-10-20 17:45
STODDARD,1243,1,0.08,2018-10-20 17:45
JAFFREY,3044,1,0.03,2018-10-20 17:30
STODDARD,1243,1,0.08,2018-10-20 17:30
JAFFREY,3044,1,0.03,2018-10-20 17:15
NORTHUMBERLAND,1303,3,0.23,2018-10-20 17:15
STODDARD,1243,1,0.08,2018-10-20 17:15
WAKEFIELD,4078,48,1.0,2018-10-20 17:15
JAFFREY,3044,1,0.03,2018-10-20 17:00
NORTHUMBERLAND,1303,3,0.23,2018-10-20 17:00
STODDARD,1243,1,0.08,2018-10-20 17:00
WAKEFIELD,4078,48,1.0,2018-10-20 17:00
NORTHUMBERLAND,1303,3,0.23,2018-10-20 16:45
