Town,Total Cust.,Cust. Out,% Out,timestamp
BOSTON,275193,1,0.00,2018-10-08 22:45
FRAMINGHAM,30257,1,0.00,2018-10-08 22:45
WALPOLE,10888,1,0.01,2018-10-08 22:45
BOSTON,275193,1,0.0,2018-10-08 22:30
WALPOLE,10888,1,0.01,2018-10-08 22:30
BOSTON,275193,1,0.0,2018-10-08 22:15
WALPOLE,10888,1,0.01,2018-10-08 22:15
BOSTON,275193,2,0.0,2018-10-08 22:00
WALPOLE,10888,1,0.01,2018-10-08 22:00
BOSTON,275193,2,0.0,2018-10-08 21:45
WALPOLE,10888,1,0.01,2018-10-08 21:45
BOSTON,275193,2,0.0,2018-10-08 21:30
BARNSTABLE,31272,1,0.0,2018-10-08 21:15
BOSTON,275193,2,0.0,2018-10-08 21:15
BARNSTABLE,31272,1,0.0,2018-10-08 21:00
PLYMOUTH,31231,1,0.0,2018-10-08 20:00
BURLINGTON,11724,1,0.01,2018-10-08 19:45
PLYMOUTH,31231,1,0.0,2018-10-08 19:45
BURLINGTON,11724,1,0.01,2018-10-08 19:30
PLYMOUTH,31231,1,0.0,2018-10-08 19:30
BOSTON,275193,1,0.0,2018-10-08 19:15
BURLINGTON,11724,1,0.01,2018-10-08 19:15
WAREHAM,14670,1,0.01,2018-10-08 19:00
FALMOUTH,25709,1,0.0,2018-10-08 18:30
SOMERVILLE,39180,1,0.0,2018-10-08 18:30
FALMOUTH,25709,1,0.0,2018-10-08 18:15
SOMERVILLE,39180,1,0.0,2018-10-08 18:15
FALMOUTH,25709,1,0.0,2018-10-08 17:45
SOMERVILLE,39180,1,0.0,2018-10-08 17:45
FALMOUTH,25709,1,0.0,2018-10-08 17:30
SOMERVILLE,39180,1,0.0,2018-10-08 17:30
BOSTON,275193,91,0.03,2018-10-08 14:45
BROOKLINE,32926,8,0.02,2018-10-08 14:45
WAREHAM,14670,1,0.01,2018-10-08 14:45
BOSTON,275193,91,0.03,2018-10-08 14:30
BROOKLINE,32926,8,0.02,2018-10-08 14:30
MASHPEE,12055,1,0.01,2018-10-08 14:30
BOSTON,275193,91,0.03,2018-10-08 14:15
BROOKLINE,32926,8,0.02,2018-10-08 14:15
BOSTON,275193,91,0.03,2018-10-08 14:00
