Town,Total Cust.,Cust. Out,% Out,timestamp
Town,Total Cust.,Cust. Out,% Out,2018-05-22 20:30
SHELBURNE,1181,1,0.08,2018-05-22 20:30
WEST SPRINGFIELD,12800,1,0.01,2018-05-22 20:30
Town,Total Cust.,Cust. Out,% Out,2018-05-22 20:15
SHELBURNE,1181,1,0.08,2018-05-22 20:15
WEST SPRINGFIELD,12800,1,0.01,2018-05-22 20:15
Town,Total Cust.,Cust. Out,% Out,2018-05-22 20:00
SHELBURNE,1181,1,0.08,2018-05-22 20:00
WEST SPRINGFIELD,12800,1,0.01,2018-05-22 20:00
Town,Total Cust.,Cust. Out,% Out,2018-05-22 17:30
DEERFIELD,2615,1,0.04,2018-05-22 17:30
Town,Total Cust.,Cust. Out,% Out,2018-05-22 16:45
DEERFIELD,2615,1,0.04,2018-05-22 16:45
Town,Total Cust.,Cust. Out,% Out,2018-05-22 16:30
DEERFIELD,2615,1,0.04,2018-05-22 16:30
Town,Total Cust.,Cust. Out,% Out,2018-05-22 14:15
SPRINGFIELD,64219,1,0.00,2018-05-22 14:15
Town,Total Cust.,Cust. Out,% Out,2018-05-22 14:00
SPRINGFIELD,64219,1,0.00,2018-05-22 14:00
Town,Total Cust.,Cust. Out,% Out,2018-05-22 13:45
SPRINGFIELD,64219,1,0.00,2018-05-22 13:45
Town,Total Cust.,Cust. Out,% Out,2018-05-22 13:30
SPRINGFIELD,64219,1,0.00,2018-05-22 13:30
Town,Total Cust.,Cust. Out,% Out,2018-05-22 13:15
SPRINGFIELD,64219,33,0.05,2018-05-22 13:15
Town,Total Cust.,Cust. Out,% Out,2018-05-22 13:00
SPRINGFIELD,64219,33,0.05,2018-05-22 13:00
Town,Total Cust.,Cust. Out,% Out,2018-05-22 12:45
CONWAY,927,16,2,2018-05-22 12:45
SPRINGFIELD,64219,34,0.05,2018-05-22 12:45
Town,Total Cust.,Cust. Out,% Out,2018-05-22 12:30
CONWAY,927,16,2,2018-05-22 12:30
SPRINGFIELD,64219,1,0.00,2018-05-22 12:30
Town,Total Cust.,Cust. Out,% Out,2018-05-22 12:15
CONWAY,927,16,2,2018-05-22 12:15
SPRINGFIELD,64219,1,0.00,2018-05-22 12:15
Town,Total Cust.,Cust. Out,% Out,2018-05-22 12:00
CONWAY,927,16,2,2018-05-22 12:00
Town,Total Cust.,Cust. Out,% Out,2018-05-22 11:45
CONWAY,927,16,2,2018-05-22 11:45
Town,Total Cust.,Cust. Out,% Out,2018-05-22 11:30
CONWAY,927,16,2,2018-05-22 11:30
Town,Total Cust.,Cust. Out,% Out,2018-05-22 11:15
ASHFIELD,978,44,4,2018-05-22 11:15
CONWAY,927,79,9,2018-05-22 11:15
Town,Total Cust.,Cust. Out,% Out,2018-05-22 11:00
ASHFIELD,978,44,4,2018-05-22 11:00
CONWAY,927,79,9,2018-05-22 11:00
Town,Total Cust.,Cust. Out,% Out,2018-05-22 10:45
ASHFIELD,978,44,4,2018-05-22 10:45
CONWAY,927,79,9,2018-05-22 10:45
HADLEY,3215,1,0.03,2018-05-22 10:45
Town,Total Cust.,Cust. Out,% Out,2018-05-22 10:30
ASHFIELD,978,46,5,2018-05-22 10:30
CONWAY,927,105,11,2018-05-22 10:30
HADLEY,3215,1,0.03,2018-05-22 10:30
Town,Total Cust.,Cust. Out,% Out,2018-05-22 10:15
ASHFIELD,978,46,5,2018-05-22 10:15
CONWAY,927,105,11,2018-05-22 10:15
Town,Total Cust.,Cust. Out,% Out,2018-05-22 10:00
CONWAY,927,16,2,2018-05-22 10:00
Town,Total Cust.,Cust. Out,% Out,2018-05-22 09:45
CONWAY,927,2,0.22,2018-05-22 09:45
Town,Total Cust.,Cust. Out,% Out,2018-05-22 09:30
CONWAY,927,2,0.22,2018-05-22 09:30
Town,Total Cust.,Cust. Out,% Out,2018-05-22 01:00
SOUTHWICK,4456,266,6,2018-05-22 01:00
Town,Total Cust.,Cust. Out,% Out,2018-05-22 00:45
SOUTHWICK,4456,266,6,2018-05-22 00:45
