Town,Total Cust.,Cust. Out,% Out,timestamp
NASHUA,42902,1,0.00,2018-07-20 21:30
HEBRON,673,1,0.15,2018-07-20 20:00
HEBRON,673,1,0.15,2018-07-20 19:45
HEBRON,673,1,0.15,2018-07-20 19:30
HEBRON,673,1,0.15,2018-07-20 19:15
HEBRON,673,1,0.15,2018-07-20 19:00
MANCHESTER,55316,1,0.0,2018-07-20 19:00
HEBRON,673,1,0.15,2018-07-20 18:45
MANCHESTER,55316,1,0.0,2018-07-20 18:45
MILFORD,7678,60,0.78,2018-07-20 18:45
HEBRON,673,1,0.15,2018-07-20 18:30
MANCHESTER,55316,1,0.0,2018-07-20 18:30
MILFORD,7678,60,0.78,2018-07-20 18:30
WARNER,1667,20,1.0,2018-07-20 18:30
BARRINGTON,4502,1,0.02,2018-07-20 18:15
HEBRON,673,1,0.15,2018-07-20 18:15
LACONIA,12215,1,0.01,2018-07-20 18:15
MANCHESTER,55316,1,0.0,2018-07-20 18:15
MILFORD,7678,60,0.78,2018-07-20 18:15
WARNER,1667,20,1.0,2018-07-20 18:15
BARRINGTON,4502,1,0.02,2018-07-20 18:00
HEBRON,673,1,0.15,2018-07-20 18:00
MANCHESTER,55316,1,0.0,2018-07-20 18:00
MILFORD,7678,60,0.78,2018-07-20 18:00
WARNER,1667,20,1.0,2018-07-20 18:00
BARRINGTON,4502,1,0.02,2018-07-20 17:45
HEBRON,673,1,0.15,2018-07-20 17:45
MANCHESTER,55316,1,0.0,2018-07-20 17:45
HEBRON,673,1,0.15,2018-07-20 17:30
GREENVILLE,1002,1,0.1,2018-07-20 16:30
GREENVILLE,1002,1,0.1,2018-07-20 16:15
GREENVILLE,1002,1,0.1,2018-07-20 16:00
GREENVILLE,1002,1,0.1,2018-07-20 15:45
GREENVILLE,1002,1,0.1,2018-07-20 15:30
LITCHFIELD,3509,27,0.77,2018-07-20 13:00
LITCHFIELD,3509,27,0.77,2018-07-20 12:45
LITCHFIELD,3509,27,0.77,2018-07-20 12:30
LITCHFIELD,3509,27,0.77,2018-07-20 12:15
LITCHFIELD,3509,27,0.77,2018-07-20 12:00
CONWAY,4705,112,2.0,2018-07-20 11:45
LITCHFIELD,3509,1,0.03,2018-07-20 11:45
MADISON,2039,151,7.0,2018-07-20 11:45
CONWAY,4705,112,2.0,2018-07-20 11:30
MADISON,2039,151,7.0,2018-07-20 11:30
CONWAY,4705,112,2.0,2018-07-20 11:15
MADISON,2039,151,7.0,2018-07-20 11:15
CONWAY,4705,112,2.0,2018-07-20 11:00
MADISON,2039,151,7.0,2018-07-20 11:00
AMHERST,5631,1,0.02,2018-07-20 10:30
ORFORD,479,2,0.42,2018-07-20 10:30
ROCHESTER,16802,1,0.01,2018-07-20 10:30
AMHERST,5631,1,0.02,2018-07-20 10:15
ORFORD,479,2,0.42,2018-07-20 10:15
ROCHESTER,16802,1,0.01,2018-07-20 10:15
AMHERST,5631,1,0.02,2018-07-20 10:00
ORFORD,479,2,0.42,2018-07-20 10:00
ROCHESTER,16802,1,0.01,2018-07-20 10:00
AMHERST,5631,1,0.02,2018-07-20 09:45
ORFORD,479,2,0.42,2018-07-20 09:45
ROCHESTER,16802,1,0.01,2018-07-20 09:45
AMHERST,5631,1,0.02,2018-07-20 09:30
ORFORD,479,2,0.42,2018-07-20 09:30
ROCHESTER,16802,1,0.01,2018-07-20 09:30
AMHERST,5631,1,0.02,2018-07-20 09:15
KEENE,11395,1,0.01,2018-07-20 09:15
ORFORD,479,2,0.42,2018-07-20 09:15
ROCHESTER,16802,1,0.01,2018-07-20 09:15
KEENE,11395,1,0.01,2018-07-20 09:00
MILAN,965,2,0.21,2018-07-20 09:00
ORFORD,479,2,0.42,2018-07-20 09:00
ROCHESTER,16802,2,0.01,2018-07-20 09:00
KEENE,11395,1,0.01,2018-07-20 08:45
MILAN,965,2,0.21,2018-07-20 08:45
ORFORD,479,2,0.42,2018-07-20 08:45
ROCHESTER,16802,13,0.08,2018-07-20 08:45
EPPING,3228,1,0.03,2018-07-20 08:30
KEENE,11395,1,0.01,2018-07-20 08:30
MILAN,965,2,0.21,2018-07-20 08:30
ORFORD,479,2,0.42,2018-07-20 08:30
ROCHESTER,16802,13,0.08,2018-07-20 08:30
EPPING,3228,1,0.03,2018-07-20 08:15
KEENE,11395,1,0.01,2018-07-20 08:15
MILAN,965,1,0.1,2018-07-20 08:15
ORFORD,479,2,0.42,2018-07-20 08:15
ROCHESTER,16802,13,0.08,2018-07-20 08:15
EPPING,3228,1,0.03,2018-07-20 08:00
MILAN,965,1,0.1,2018-07-20 08:00
ORFORD,479,1,0.21,2018-07-20 08:00
ROCHESTER,16802,13,0.08,2018-07-20 08:00
MILAN,965,1,0.1,2018-07-20 07:45
ORFORD,479,1,0.21,2018-07-20 07:45
ROCHESTER,16802,1,0.01,2018-07-20 07:45
MILAN,965,1,0.1,2018-07-20 07:30
ORFORD,479,1,0.21,2018-07-20 07:30
MILAN,965,1,0.1,2018-07-20 07:15
ORFORD,479,1,0.21,2018-07-20 07:15
STODDARD,1241,2,0.16,2018-07-20 07:15
SULLIVAN,373,60,16.0,2018-07-20 07:15
ORFORD,479,1,0.21,2018-07-20 07:00
STODDARD,1241,2,0.16,2018-07-20 07:00
SULLIVAN,373,60,16.0,2018-07-20 07:00
ORFORD,479,1,0.21,2018-07-20 06:45
STODDARD,1241,2,0.16,2018-07-20 06:45
SULLIVAN,373,60,16.0,2018-07-20 06:45
STODDARD,1241,2,0.16,2018-07-20 06:30
SULLIVAN,373,60,16.0,2018-07-20 06:30
STODDARD,1241,2,0.16,2018-07-20 06:15
SULLIVAN,373,60,16.0,2018-07-20 06:15
STODDARD,1241,2,0.16,2018-07-20 06:00
SULLIVAN,373,60,16.0,2018-07-20 06:00
SULLIVAN,373,11,3.0,2018-07-20 05:45
PORTSMOUTH,13922,2,0.01,2018-07-20 05:30
SULLIVAN,373,1,0.27,2018-07-20 05:30
PORTSMOUTH,13922,2,0.01,2018-07-20 05:15
PORTSMOUTH,13922,2,0.01,2018-07-20 05:00
PORTSMOUTH,13922,2,0.01,2018-07-20 04:45
PORTSMOUTH,13922,2,0.01,2018-07-20 04:30
PETERBOROUGH,3852,1,0.03,2018-07-20 00:30
PETERBOROUGH,3852,1,0.03,2018-07-20 00:15
PETERBOROUGH,3852,1,0.03,2018-07-20 00:00
