Town,Total Cust.,Cust. Out,% Out,timestamp
BOSTON,277102,3,0.00,2018-09-10 23:45
CHATHAM,8476,5,0.06,2018-09-10 23:45
DOVER,2254,4,0.18,2018-09-10 23:45
FALMOUTH,25719,169,0.66,2018-09-10 23:45
NEWTON,40639,63,0.16,2018-09-10 23:45
WALTHAM,29882,1,0.00,2018-09-10 23:45
WINCHESTER,8573,10,0.12,2018-09-10 23:45
WOBURN,20610,12,0.06,2018-09-10 23:45
BOSTON,277102,186,0.07,2018-09-10 23:30
CHATHAM,8476,5,0.06,2018-09-10 23:30
DOVER,2254,3,0.13,2018-09-10 23:30
FALMOUTH,25719,169,0.66,2018-09-10 23:30
NEWTON,40639,63,0.16,2018-09-10 23:30
WALTHAM,29882,1,0.0,2018-09-10 23:30
WINCHESTER,8573,10,0.12,2018-09-10 23:30
WOBURN,20610,960,5.0,2018-09-10 23:30
YARMOUTH,18610,19,0.1,2018-09-10 23:30
BOSTON,277102,2,0.0,2018-09-10 23:15
BROOKLINE,33173,0,0.0,2018-09-10 23:15
CHATHAM,8476,5,0.06,2018-09-10 23:15
DOVER,2254,333,15.0,2018-09-10 23:15
FALMOUTH,25719,169,0.66,2018-09-10 23:15
MEDFIELD,5029,86,2.0,2018-09-10 23:15
NEWTON,40639,63,0.16,2018-09-10 23:15
WALTHAM,29882,1,0.0,2018-09-10 23:15
WINCHESTER,8573,10,0.12,2018-09-10 23:15
WOBURN,20610,1,0.0,2018-09-10 23:15
YARMOUTH,18610,19,0.1,2018-09-10 23:15
BOSTON,277102,3,0.0,2018-09-10 23:00
BROOKLINE,33173,0,0.0,2018-09-10 23:00
CHATHAM,8476,5,0.06,2018-09-10 23:00
DOVER,2254,333,15.0,2018-09-10 23:00
FALMOUTH,25719,169,0.66,2018-09-10 23:00
MEDFIELD,5029,86,2.0,2018-09-10 23:00
NEWTON,40639,63,0.16,2018-09-10 23:00
SOMERVILLE,39390,1,0.0,2018-09-10 23:00
WALTHAM,29882,1,0.0,2018-09-10 23:00
WINCHESTER,8573,10,0.12,2018-09-10 23:00
WOBURN,20610,1,0.0,2018-09-10 23:00
YARMOUTH,18610,2,0.01,2018-09-10 23:00
BOSTON,277102,3,0.0,2018-09-10 22:45
BROOKLINE,33173,0,0.0,2018-09-10 22:45
DOVER,2254,332,15.0,2018-09-10 22:45
FALMOUTH,25719,168,0.65,2018-09-10 22:45
MEDFIELD,5029,86,2.0,2018-09-10 22:45
NEWTON,40639,63,0.16,2018-09-10 22:45
SOMERVILLE,39390,1,0.0,2018-09-10 22:45
WALTHAM,29882,1,0.0,2018-09-10 22:45
WESTON,4358,6,0.14,2018-09-10 22:45
WINCHESTER,8573,1,0.01,2018-09-10 22:45
YARMOUTH,18610,1,0.01,2018-09-10 22:45
BOSTON,277102,2,0.0,2018-09-10 22:30
BROOKLINE,33173,0,0.0,2018-09-10 22:30
DOVER,2254,3,0.13,2018-09-10 22:30
NEWTON,40639,63,0.16,2018-09-10 22:30
SOMERVILLE,39390,1,0.0,2018-09-10 22:30
TISBURY,3930,1,0.03,2018-09-10 22:30
WALTHAM,29882,1,0.0,2018-09-10 22:30
WESTON,4358,3,0.07,2018-09-10 22:30
WINCHESTER,8573,1,0.01,2018-09-10 22:30
BOSTON,277102,2,0.0,2018-09-10 22:15
BROOKLINE,33173,0,0.0,2018-09-10 22:15
DOVER,2254,3,0.13,2018-09-10 22:15
HARWICH,11236,5,0.04,2018-09-10 22:15
HOLLISTON,6329,55,0.87,2018-09-10 22:15
NEWTON,40639,63,0.16,2018-09-10 22:15
SOMERVILLE,39390,1,0.0,2018-09-10 22:15
TISBURY,3930,1,0.03,2018-09-10 22:15
WALTHAM,29882,1,0.0,2018-09-10 22:15
WESTON,4358,3,0.07,2018-09-10 22:15
BOSTON,277102,3,0.0,2018-09-10 22:00
BROOKLINE,33173,0,0.0,2018-09-10 22:00
DOVER,2254,2,0.09,2018-09-10 22:00
HARWICH,11236,5,0.04,2018-09-10 22:00
HOLLISTON,6329,55,0.87,2018-09-10 22:00
NEWTON,40639,63,0.16,2018-09-10 22:00
TISBURY,3930,1,0.03,2018-09-10 22:00
WALTHAM,29882,1,0.0,2018-09-10 22:00
WESTON,4358,3,0.07,2018-09-10 22:00
BOSTON,277102,3,0.0,2018-09-10 21:45
BROOKLINE,33173,0,0.0,2018-09-10 21:45
BURLINGTON,11777,1,0.01,2018-09-10 21:45
DARTMOUTH,14844,1,0.01,2018-09-10 21:45
DOVER,2254,2,0.09,2018-09-10 21:45
HARWICH,11236,5,0.04,2018-09-10 21:45
HOLLISTON,6329,55,0.87,2018-09-10 21:45
NEWTON,40639,63,0.16,2018-09-10 21:45
TISBURY,3930,1,0.03,2018-09-10 21:45
WALTHAM,29882,2,0.01,2018-09-10 21:45
WESTON,4358,6,0.14,2018-09-10 21:45
BOSTON,277102,3,0.0,2018-09-10 21:30
BROOKLINE,33173,0,0.0,2018-09-10 21:30
DOVER,2254,2,0.09,2018-09-10 21:30
HARWICH,11236,5,0.04,2018-09-10 21:30
HOLLISTON,6329,55,0.87,2018-09-10 21:30
NEWTON,40639,63,0.16,2018-09-10 21:30
TISBURY,3930,1,0.03,2018-09-10 21:30
WALTHAM,29882,2,0.01,2018-09-10 21:30
WESTON,4358,6,0.14,2018-09-10 21:30
BOSTON,277102,2,0.0,2018-09-10 21:15
DOVER,2254,2,0.09,2018-09-10 21:15
HOLLISTON,6329,87,1.0,2018-09-10 21:15
NEWTON,40639,63,0.16,2018-09-10 21:15
WALTHAM,29882,2,0.01,2018-09-10 21:15
WESTON,4358,6,0.14,2018-09-10 21:15
BOSTON,277102,2,0.0,2018-09-10 21:00
DOVER,2254,2,0.09,2018-09-10 21:00
HOLLISTON,6329,87,1.0,2018-09-10 21:00
NEWTON,40639,63,0.16,2018-09-10 21:00
WALTHAM,29882,1,0.0,2018-09-10 21:00
WESTON,4358,6,0.14,2018-09-10 21:00
BOSTON,277102,2,0.0,2018-09-10 20:45
DOVER,2254,2,0.09,2018-09-10 20:45
HOLLISTON,6329,21,0.33,2018-09-10 20:45
NEWTON,40639,22,0.05,2018-09-10 20:45
WALTHAM,29882,1,0.0,2018-09-10 20:45
WESTON,4358,6,0.14,2018-09-10 20:45
BOSTON,277102,2,0.0,2018-09-10 20:30
BURLINGTON,11777,100,0.85,2018-09-10 20:30
DOVER,2254,1,0.04,2018-09-10 20:30
NEWTON,40639,9,0.02,2018-09-10 20:30
WALTHAM,29882,2,0.01,2018-09-10 20:30
WESTON,4358,6,0.14,2018-09-10 20:30
BOSTON,277102,1,0.0,2018-09-10 20:15
BURLINGTON,11777,100,0.85,2018-09-10 20:15
DOVER,2254,1,0.04,2018-09-10 20:15
NEWTON,40639,1,0.0,2018-09-10 20:15
WALTHAM,29882,1,0.0,2018-09-10 20:15
WESTON,4358,26,0.6,2018-09-10 20:15
BOSTON,277102,1,0.0,2018-09-10 20:00
BURLINGTON,11777,111,0.94,2018-09-10 20:00
WESTON,4358,26,0.6,2018-09-10 20:00
WOBURN,20610,1,0.0,2018-09-10 20:00
BURLINGTON,11777,111,0.94,2018-09-10 19:45
WESTON,4358,26,0.6,2018-09-10 19:45
WOBURN,20610,1,0.0,2018-09-10 19:45
BOSTON,277102,1,0.0,2018-09-10 19:30
BURLINGTON,11777,47,0.4,2018-09-10 19:30
NEEDHAM,12815,14,0.11,2018-09-10 19:30
WESTON,4358,26,0.6,2018-09-10 19:30
WOBURN,20610,1,0.0,2018-09-10 19:30
BURLINGTON,11777,47,0.4,2018-09-10 19:15
NEEDHAM,12815,14,0.11,2018-09-10 19:15
WESTON,4358,21,0.48,2018-09-10 19:15
WOBURN,20610,1,0.0,2018-09-10 19:15
BURLINGTON,11777,12,0.1,2018-09-10 19:00
NEEDHAM,12815,14,0.11,2018-09-10 19:00
WESTON,4358,20,0.46,2018-09-10 19:00
WOBURN,20610,1,0.0,2018-09-10 19:00
FRAMINGHAM,30286,1,0.0,2018-09-10 18:45
NEEDHAM,12815,14,0.11,2018-09-10 18:45
WOBURN,20610,1,0.0,2018-09-10 18:45
BOSTON,277102,1,0.0,2018-09-10 18:30
FRAMINGHAM,30286,1,0.0,2018-09-10 18:30
SHARON,6748,1,0.01,2018-09-10 18:30
WOBURN,20610,1,0.0,2018-09-10 18:30
BOSTON,277102,1,0.0,2018-09-10 18:15
DARTMOUTH,14844,1,0.01,2018-09-10 18:15
FRAMINGHAM,30286,1,0.0,2018-09-10 18:15
SHARON,6748,1,0.01,2018-09-10 18:15
WALTHAM,29882,34,0.11,2018-09-10 18:15
WOBURN,20610,1,0.0,2018-09-10 18:15
BOSTON,277102,1,0.0,2018-09-10 18:00
DARTMOUTH,14844,1,0.01,2018-09-10 18:00
FRAMINGHAM,30286,1,0.0,2018-09-10 18:00
SHARON,6748,1,0.01,2018-09-10 18:00
BOSTON,277102,1,0.0,2018-09-10 17:45
DARTMOUTH,14844,1,0.01,2018-09-10 17:45
FRAMINGHAM,30286,1,0.0,2018-09-10 17:45
NEEDHAM,12815,1,0.01,2018-09-10 17:45
SHARON,6748,1,0.01,2018-09-10 17:45
BOSTON,277102,1,0.0,2018-09-10 17:30
DARTMOUTH,14844,1,0.01,2018-09-10 17:30
FRAMINGHAM,30286,1,0.0,2018-09-10 17:30
NEEDHAM,12815,1,0.01,2018-09-10 17:30
SHARON,6748,1,0.01,2018-09-10 17:30
BOSTON,277102,2,0.0,2018-09-10 17:15
CARLISLE,2036,1,0.05,2018-09-10 17:15
DARTMOUTH,14844,1,0.01,2018-09-10 17:15
FRAMINGHAM,30286,1,0.0,2018-09-10 17:15
NEEDHAM,12815,1,0.01,2018-09-10 17:15
SHARON,6748,1,0.01,2018-09-10 17:15
BOSTON,277102,1,0.0,2018-09-10 17:00
FRAMINGHAM,30286,1,0.0,2018-09-10 17:00
NEEDHAM,12815,1,0.01,2018-09-10 17:00
SHARON,6748,1,0.01,2018-09-10 17:00
BOSTON,277102,1,0.0,2018-09-10 16:45
FRAMINGHAM,30286,1,0.0,2018-09-10 16:45
NEEDHAM,12815,15,0.12,2018-09-10 16:45
SHARON,6748,1,0.01,2018-09-10 16:45
BOSTON,277102,1,0.0,2018-09-10 16:30
NEEDHAM,12815,1,0.01,2018-09-10 16:30
SHARON,6748,1,0.01,2018-09-10 16:30
BOSTON,277102,1,0.0,2018-09-10 16:15
NEEDHAM,12815,1,0.01,2018-09-10 16:15
SHARON,6748,1,0.01,2018-09-10 16:15
BOSTON,277102,1,0.0,2018-09-10 16:00
NEEDHAM,12815,1,0.01,2018-09-10 16:00
SHARON,6748,1,0.01,2018-09-10 16:00
BOSTON,277102,1,0.0,2018-09-10 15:45
NEEDHAM,12815,1,0.01,2018-09-10 15:45
SHARON,6748,1,0.01,2018-09-10 15:45
BOSTON,277102,1,0.0,2018-09-10 15:30
CAMBRIDGE,55022,1,0.0,2018-09-10 15:30
NEEDHAM,12815,1,0.01,2018-09-10 15:30
SHARON,6748,1,0.01,2018-09-10 15:30
SHARON,6748,1,0.01,2018-09-10 15:15
SHARON,6748,1,0.01,2018-09-10 15:00
SHARON,6748,1,0.01,2018-09-10 14:45
SUDBURY,7154,6,0.08,2018-09-10 14:45
WALPOLE,10890,1,0.01,2018-09-10 14:45
NEEDHAM,12815,1,0.01,2018-09-10 14:30
NEWTON,40639,1,0.0,2018-09-10 14:30
SHARON,6748,1,0.01,2018-09-10 14:30
SUDBURY,7154,6,0.08,2018-09-10 14:30
BOSTON,277102,1,0.0,2018-09-10 14:15
HARWICH,11236,1,0.01,2018-09-10 14:15
NEEDHAM,12815,1,0.01,2018-09-10 14:15
NEWTON,40639,1,0.0,2018-09-10 14:15
SHARON,6748,1,0.01,2018-09-10 14:15
SUDBURY,7154,6,0.08,2018-09-10 14:15
BOSTON,277102,1,0.0,2018-09-10 14:00
HARWICH,11236,1,0.01,2018-09-10 14:00
NEEDHAM,12815,11,0.09,2018-09-10 14:00
NEWTON,40639,39,0.1,2018-09-10 14:00
