Town,Total Cust.,Cust. Out,% Out,timestamp
BOSTON,277792,256,0.09,2018-12-10 22:00
LEXINGTON,13395,1,0.01,2018-12-10 22:00
BOSTON,277792,256,0.09,2018-12-10 21:45
LEXINGTON,13395,1,0.01,2018-12-10 21:45
LEXINGTON,13395,1,0.01,2018-12-10 21:30
STONEHAM,11110,1,0.01,2018-12-10 21:15
STONEHAM,11110,1,0.01,2018-12-10 21:00
CAMBRIDGE,54910,62,0.11,2018-12-10 20:15
DUXBURY,6983,1,0.01,2018-12-10 20:15
STONEHAM,11110,1,0.01,2018-12-10 20:15
CAMBRIDGE,54910,62,0.11,2018-12-10 17:15
HOPKINTON,7144,1,0.01,2018-12-10 17:15
MILLIS,3738,1,0.03,2018-12-10 17:15
CAMBRIDGE,54910,62,0.11,2018-12-10 17:00
HARWICH,11233,6,0.05,2018-12-10 17:00
HOPKINTON,7144,1,0.01,2018-12-10 17:00
MILLIS,3738,1,0.03,2018-12-10 17:00
WAREHAM,14742,1,0.01,2018-12-10 17:00
CAMBRIDGE,54910,62,0.11,2018-12-10 16:45
HARWICH,11233,6,0.05,2018-12-10 16:45
HOPKINTON,7144,1,0.01,2018-12-10 16:45
MILLIS,3738,1,0.03,2018-12-10 16:45
CAMBRIDGE,54910,1,0.0,2018-12-10 16:30
HARWICH,11233,6,0.05,2018-12-10 16:30
HOPKINTON,7144,1,0.01,2018-12-10 16:30
MILLIS,3738,1,0.03,2018-12-10 16:30
SOMERVILLE,39471,2,0.01,2018-12-10 16:30
BOSTON,277792,1,0.0,2018-12-10 14:00
CAMBRIDGE,54910,1,0.0,2018-12-10 14:00
MILLIS,3738,1,0.03,2018-12-10 14:00
TISBURY,3922,1,0.03,2018-12-10 14:00
WOBURN,20633,6,0.03,2018-12-10 14:00
BOSTON,277792,1,0.0,2018-12-10 13:45
CAMBRIDGE,54910,1,0.0,2018-12-10 13:45
TISBURY,3922,1,0.03,2018-12-10 13:45
WOBURN,20633,6,0.03,2018-12-10 13:45
BOSTON,277792,2,0.0,2018-12-10 13:30
BROOKLINE,33042,1,0.0,2018-12-10 13:30
CAMBRIDGE,54910,1,0.0,2018-12-10 13:30
NEWTON,40643,1,0.0,2018-12-10 13:30
WOBURN,20633,6,0.03,2018-12-10 13:30
YARMOUTH,18605,1,0.01,2018-12-10 13:30
BOSTON,277792,2,0.0,2018-12-10 13:15
BROOKLINE,33042,1,0.0,2018-12-10 13:15
CAMBRIDGE,54910,1,0.0,2018-12-10 13:15
NEWTON,40643,1,0.0,2018-12-10 13:15
WOBURN,20633,6,0.03,2018-12-10 13:15
BOSTON,277792,2,0.0,2018-12-10 13:00
BROOKLINE,33042,1,0.0,2018-12-10 13:00
CAMBRIDGE,54910,1,0.0,2018-12-10 13:00
NEWTON,40643,1,0.0,2018-12-10 13:00
WOBURN,20633,6,0.03,2018-12-10 13:00
CAMBRIDGE,54910,1,0.0,2018-12-10 12:45
LINCOLN,2580,1,0.04,2018-12-10 12:45
NEW BEDFORD,47608,1,0.0,2018-12-10 12:45
WOBURN,20633,6,0.03,2018-12-10 12:45
LINCOLN,2580,1,0.04,2018-12-10 12:15
NEW BEDFORD,47608,1,0.0,2018-12-10 12:15
PLYMOUTH,31215,118,0.38,2018-12-10 12:15
WOBURN,20633,6,0.03,2018-12-10 12:15
LINCOLN,2580,1,0.04,2018-12-10 12:00
NEW BEDFORD,47608,2,0.0,2018-12-10 12:00
PLYMOUTH,31215,118,0.38,2018-12-10 12:00
PROVINCETOWN,5885,1,0.02,2018-12-10 12:00
SANDWICH,11001,1,0.01,2018-12-10 12:00
WOBURN,20633,6,0.03,2018-12-10 12:00
LINCOLN,2580,1,0.04,2018-12-10 11:45
PLYMOUTH,31215,40,0.13,2018-12-10 11:45
PROVINCETOWN,5885,1,0.02,2018-12-10 11:45
SANDWICH,11001,1,0.01,2018-12-10 11:45
WOBURN,20633,6,0.03,2018-12-10 11:45
LINCOLN,2580,1,0.04,2018-12-10 11:30
PROVINCETOWN,5885,1,0.02,2018-12-10 11:30
SANDWICH,11001,1,0.01,2018-12-10 11:30
WAREHAM,14742,1,0.01,2018-12-10 11:30
