Town,Total Cust.,Cust. Out,% Out,timestamp
CHESHIRE,11580,12,0.10,2018-12-15 14:15
STAMFORD,60283,2,0.00,2018-12-15 14:15
CHESHIRE,11580,12,0.1,2018-12-15 14:00
STAMFORD,60283,2,0.0,2018-12-15 14:00
CHESHIRE,11580,5,0.04,2018-12-15 13:45
RIDGEFIELD,10925,1,0.01,2018-12-15 13:45
STAMFORD,60283,2,0.0,2018-12-15 13:45
WATERBURY,51722,1,0.0,2018-12-15 13:45
CHESHIRE,11580,5,0.04,2018-12-15 13:30
SALEM,1969,1,0.05,2018-12-15 13:30
STAMFORD,60283,2,0.0,2018-12-15 13:30
WATERBURY,51722,1,0.0,2018-12-15 13:30
SALEM,1969,1,0.05,2018-12-15 13:15
STAMFORD,60283,2,0.0,2018-12-15 13:15
HADDAM,3952,1,0.03,2018-12-15 13:00
RIDGEFIELD,10925,1,0.01,2018-12-15 13:00
SALEM,1969,1,0.05,2018-12-15 13:00
STAMFORD,60283,2,0.0,2018-12-15 13:00
HADDAM,3952,1,0.03,2018-12-15 12:45
RIDGEFIELD,10925,1,0.01,2018-12-15 12:45
SALEM,1969,1,0.05,2018-12-15 12:45
STAMFORD,60283,2,0.0,2018-12-15 12:45
RIDGEFIELD,10925,1,0.01,2018-12-15 12:30
SALEM,1969,1,0.05,2018-12-15 12:30
STAMFORD,60283,2,0.0,2018-12-15 12:30
RIDGEFIELD,10925,1,0.01,2018-12-15 12:15
SALEM,1969,1,0.05,2018-12-15 12:15
SOUTHINGTON,20037,1,0.0,2018-12-15 12:15
STAMFORD,60283,2,0.0,2018-12-15 12:15
SOUTHINGTON,20037,1,0.0,2018-12-15 12:00
STAMFORD,60283,2,0.0,2018-12-15 12:00
BROOKFIELD,8394,30,0.36,2018-12-15 10:30
NORWALK,31468,1,0.0,2018-12-15 10:30
STAMFORD,60283,2,0.0,2018-12-15 10:30
WESTPORT,12387,1,0.01,2018-12-15 10:30
BROOKFIELD,8394,30,0.36,2018-12-15 10:15
NEW MILFORD,13965,13,0.09,2018-12-15 10:15
NORWALK,31468,1,0.0,2018-12-15 10:15
STAMFORD,60283,2,0.0,2018-12-15 10:15
WESTPORT,12387,1,0.01,2018-12-15 10:15
BRANFORD,16591,34,0.2,2018-12-15 10:00
BROOKFIELD,8394,30,0.36,2018-12-15 10:00
MANCHESTER,28994,1,0.0,2018-12-15 10:00
NEW MILFORD,13965,13,0.09,2018-12-15 10:00
STAMFORD,60283,2,0.0,2018-12-15 10:00
WESTPORT,12387,1,0.01,2018-12-15 10:00
