Town,Total Cust.,Cust. Out,% Out,timestamp
PLAINFIELD,427,31,7,2018-10-30 20:30
PLAINFIELD,427,31,7.0,2018-10-30 20:15
PLAINFIELD,427,31,7.0,2018-10-30 20:00
PLAINFIELD,427,31,7.0,2018-10-30 19:45
PLAINFIELD,427,31,7.0,2018-10-30 19:30
SPRINGFIELD,64114,5,0.01,2018-10-30 17:15
SPRINGFIELD,64114,5,0.01,2018-10-30 17:00
SPRINGFIELD,64114,6,0.01,2018-10-30 16:45
SPRINGFIELD,64114,6,0.01,2018-10-30 16:30
SPRINGFIELD,64114,6,0.01,2018-10-30 16:15
SPRINGFIELD,64114,6,0.01,2018-10-30 16:00
SPRINGFIELD,64114,6,0.01,2018-10-30 15:45
SPRINGFIELD,64114,6,0.01,2018-10-30 15:30
SPRINGFIELD,64114,6,0.01,2018-10-30 15:15
SPRINGFIELD,64114,6,0.01,2018-10-30 15:00
SPRINGFIELD,64114,25,0.04,2018-10-30 14:45
SPRINGFIELD,64114,25,0.04,2018-10-30 14:30
SPRINGFIELD,64114,25,0.04,2018-10-30 14:15
SPRINGFIELD,64114,2,0.0,2018-10-30 14:00
LANESBOROUGH,1782,19,1.0,2018-10-30 13:45
SPRINGFIELD,64114,1,0.0,2018-10-30 13:45
LANESBOROUGH,1782,19,1.0,2018-10-30 13:30
LANESBOROUGH,1782,19,1.0,2018-10-30 13:15
LANESBOROUGH,1782,19,1.0,2018-10-30 13:00
LANESBOROUGH,1782,19,1.0,2018-10-30 12:45
LANESBOROUGH,1782,19,1.0,2018-10-30 12:30
SPRINGFIELD,64114,1,0.0,2018-10-30 12:30
LANESBOROUGH,1782,19,1.0,2018-10-30 12:15
SPRINGFIELD,64114,1,0.0,2018-10-30 12:15
LANESBOROUGH,1782,19,1.0,2018-10-30 12:00
LANESBOROUGH,1782,19,1.0,2018-10-30 11:45
LANESBOROUGH,1782,19,1.0,2018-10-30 11:30
LANESBOROUGH,1782,19,1.0,2018-10-30 11:15
LANESBOROUGH,1782,19,1.0,2018-10-30 11:00
LANESBOROUGH,1782,19,1.0,2018-10-30 10:45
SOUTHAMPTON,2575,52,2.0,2018-10-30 10:45
LANESBOROUGH,1782,19,1.0,2018-10-30 10:30
SOUTHAMPTON,2575,52,2.0,2018-10-30 10:30
SOUTHAMPTON,2575,52,2.0,2018-10-30 10:15
SPRINGFIELD,64114,1,0.0,2018-10-30 10:15
SOUTHAMPTON,2575,52,2.0,2018-10-30 10:00
SPRINGFIELD,64114,1,0.0,2018-10-30 10:00
SOUTHAMPTON,2575,52,2.0,2018-10-30 09:45
SPRINGFIELD,64114,1,0.0,2018-10-30 09:45
SOUTHAMPTON,2575,52,2.0,2018-10-30 09:30
SOUTHAMPTON,2575,52,2.0,2018-10-30 09:15
