Town,Total Cust.,Cust. Out,% Out,timestamp
Town,Total Cust.,Cust. Out,% Out,2018-05-21 23:45
BOSTON,277178,143,0.05,2018-05-21 23:45
BURLINGTON,11784,1,0.01,2018-05-21 23:45
LINCOLN,2576,5,0.19,2018-05-21 23:45
Town,Total Cust.,Cust. Out,% Out,2018-05-21 21:15
BARNSTABLE,31251,1,0.00,2018-05-21 21:15
BOURNE,11533,1,0.01,2018-05-21 21:15
WINCHESTER,8571,73,0.85,2018-05-21 21:15
WOBURN,20587,3,0.01,2018-05-21 21:15
Town,Total Cust.,Cust. Out,% Out,2018-05-21 21:00
BARNSTABLE,31251,1,0.00,2018-05-21 21:00
BOSTON,277178,1,0.00,2018-05-21 21:00
BOURNE,11533,1,0.01,2018-05-21 21:00
Town,Total Cust.,Cust. Out,% Out,2018-05-21 20:45
BARNSTABLE,31251,1,0.00,2018-05-21 20:45
BOSTON,277178,2,0.00,2018-05-21 20:45
BOURNE,11533,1,0.01,2018-05-21 20:45
FRAMINGHAM,30268,1,0.00,2018-05-21 20:45
Town,Total Cust.,Cust. Out,% Out,2018-05-21 20:30
BARNSTABLE,31251,1,0.00,2018-05-21 20:30
BOSTON,277178,2,0.00,2018-05-21 20:30
BOURNE,11533,1,0.01,2018-05-21 20:30
MASHPEE,12040,1,0.01,2018-05-21 20:30
WATERTOWN,18452,1,0.01,2018-05-21 20:30
Town,Total Cust.,Cust. Out,% Out,2018-05-21 20:15
BARNSTABLE,31251,1,0.00,2018-05-21 20:15
BOSTON,277178,4,0.00,2018-05-21 20:15
BOURNE,11533,1,0.01,2018-05-21 20:15
DENNIS,17109,1,0.01,2018-05-21 20:15
MASHPEE,12040,1,0.01,2018-05-21 20:15
Town,Total Cust.,Cust. Out,% Out,2018-05-21 20:00
BARNSTABLE,31251,1,0.00,2018-05-21 20:00
BOSTON,277178,4,0.00,2018-05-21 20:00
BOURNE,11533,1,0.01,2018-05-21 20:00
DENNIS,17109,1,0.01,2018-05-21 20:00
MASHPEE,12040,1,0.01,2018-05-21 20:00
OAK BLUFFS,4805,1,0.02,2018-05-21 20:00
Town,Total Cust.,Cust. Out,% Out,2018-05-21 19:45
BARNSTABLE,31251,1,0.00,2018-05-21 19:45
BOSTON,277178,4,0.00,2018-05-21 19:45
BOURNE,11533,1,0.01,2018-05-21 19:45
DENNIS,17109,1,0.01,2018-05-21 19:45
MASHPEE,12040,1,0.01,2018-05-21 19:45
OAK BLUFFS,4805,1,0.02,2018-05-21 19:45
SUDBURY,7144,1,0.01,2018-05-21 19:45
Town,Total Cust.,Cust. Out,% Out,2018-05-21 19:30
BARNSTABLE,31251,1,0.00,2018-05-21 19:30
BOSTON,277178,4,0.00,2018-05-21 19:30
DENNIS,17109,1,0.01,2018-05-21 19:30
MASHPEE,12040,1,0.01,2018-05-21 19:30
OAK BLUFFS,4805,1,0.02,2018-05-21 19:30
SUDBURY,7144,1,0.01,2018-05-21 19:30
Town,Total Cust.,Cust. Out,% Out,2018-05-21 19:15
BARNSTABLE,31251,1,0.00,2018-05-21 19:15
BOSTON,277178,3,0.00,2018-05-21 19:15
DENNIS,17109,1,0.01,2018-05-21 19:15
FRAMINGHAM,30268,4,0.01,2018-05-21 19:15
MASHPEE,12040,1,0.01,2018-05-21 19:15
SUDBURY,7144,1,0.01,2018-05-21 19:15
Town,Total Cust.,Cust. Out,% Out,2018-05-21 19:00
BARNSTABLE,31251,1,0.00,2018-05-21 19:00
BOSTON,277178,4,0.00,2018-05-21 19:00
BROOKLINE,33204,0,0.00,2018-05-21 19:00
DENNIS,17109,1,0.01,2018-05-21 19:00
FRAMINGHAM,30268,4,0.01,2018-05-21 19:00
MASHPEE,12040,1,0.01,2018-05-21 19:00
NEWTON,40757,0,0.00,2018-05-21 19:00
SUDBURY,7144,1,0.01,2018-05-21 19:00
Town,Total Cust.,Cust. Out,% Out,2018-05-21 18:45
BOSTON,277178,4,0.00,2018-05-21 18:45
BROOKLINE,33204,0,0.00,2018-05-21 18:45
DENNIS,17109,1,0.01,2018-05-21 18:45
FRAMINGHAM,30268,4,0.01,2018-05-21 18:45
MASHPEE,12040,1,0.01,2018-05-21 18:45
NEWTON,40757,0,0.00,2018-05-21 18:45
PLYMOUTH,31064,1,0.00,2018-05-21 18:45
SUDBURY,7144,1,0.01,2018-05-21 18:45
YARMOUTH,18519,1,0.01,2018-05-21 18:45
Town,Total Cust.,Cust. Out,% Out,2018-05-21 18:30
BOSTON,277178,5,0.00,2018-05-21 18:30
BROOKLINE,33204,0,0.00,2018-05-21 18:30
DENNIS,17109,1,0.01,2018-05-21 18:30
FRAMINGHAM,30268,4,0.01,2018-05-21 18:30
MASHPEE,12040,1,0.01,2018-05-21 18:30
NEWTON,40757,0,0.00,2018-05-21 18:30
PLYMOUTH,31064,1,0.00,2018-05-21 18:30
SUDBURY,7144,1,0.01,2018-05-21 18:30
WESTON,4357,1,0.02,2018-05-21 18:30
YARMOUTH,18519,1,0.01,2018-05-21 18:30
Town,Total Cust.,Cust. Out,% Out,2018-05-21 18:15
BOSTON,277178,5,0.00,2018-05-21 18:15
BROOKLINE,33204,0,0.00,2018-05-21 18:15
DENNIS,17109,1,0.01,2018-05-21 18:15
FRAMINGHAM,30268,4,0.01,2018-05-21 18:15
MASHPEE,12040,1,0.01,2018-05-21 18:15
NEWTON,40757,0,0.00,2018-05-21 18:15
SUDBURY,7144,1,0.01,2018-05-21 18:15
WESTON,4357,1,0.02,2018-05-21 18:15
YARMOUTH,18519,1,0.01,2018-05-21 18:15
Town,Total Cust.,Cust. Out,% Out,2018-05-21 18:00
BOSTON,277178,91,0.03,2018-05-21 18:00
BROOKLINE,33204,2,0.01,2018-05-21 18:00
DENNIS,17109,1,0.01,2018-05-21 18:00
FRAMINGHAM,30268,4,0.01,2018-05-21 18:00
MASHPEE,12040,1,0.01,2018-05-21 18:00
NEWTON,40757,0,0.00,2018-05-21 18:00
SUDBURY,7144,1,0.01,2018-05-21 18:00
TRURO,3615,1,0.03,2018-05-21 18:00
WESTON,4357,1,0.02,2018-05-21 18:00
YARMOUTH,18519,1,0.01,2018-05-21 18:00
Town,Total Cust.,Cust. Out,% Out,2018-05-21 17:45
BOSTON,277178,91,0.03,2018-05-21 17:45
BROOKLINE,33204,2,0.01,2018-05-21 17:45
DENNIS,17109,1,0.01,2018-05-21 17:45
FRAMINGHAM,30268,4,0.01,2018-05-21 17:45
MASHPEE,12040,1,0.01,2018-05-21 17:45
NEWTON,40757,0,0.00,2018-05-21 17:45
SUDBURY,7144,1,0.01,2018-05-21 17:45
TRURO,3615,1,0.03,2018-05-21 17:45
WESTON,4357,1,0.02,2018-05-21 17:45
YARMOUTH,18519,1,0.01,2018-05-21 17:45
Town,Total Cust.,Cust. Out,% Out,2018-05-21 17:30
BOSTON,277178,92,0.03,2018-05-21 17:30
BROOKLINE,33204,2,0.01,2018-05-21 17:30
DENNIS,17109,1,0.01,2018-05-21 17:30
