Town,Total Cust.,Cust. Out,% Out,timestamp
SPRINGFIELD,64080,13,0.02,2018-08-28 23:45
SPRINGFIELD,64080,13,0.02,2018-08-28 23:30
SPRINGFIELD,64080,13,0.02,2018-08-28 23:15
SPRINGFIELD,64080,13,0.02,2018-08-28 23:00
AGAWAM,13022,10,0.08,2018-08-28 22:45
SPRINGFIELD,64080,13,0.02,2018-08-28 22:45
AGAWAM,13022,10,0.08,2018-08-28 22:30
SPRINGFIELD,64080,13,0.02,2018-08-28 22:30
AGAWAM,13022,10,0.08,2018-08-28 22:15
SPRINGFIELD,64080,13,0.02,2018-08-28 22:15
AGAWAM,13022,19,0.15,2018-08-28 22:00
SPRINGFIELD,64080,13,0.02,2018-08-28 22:00
AGAWAM,13022,19,0.15,2018-08-28 21:45
SPRINGFIELD,64080,13,0.02,2018-08-28 21:45
AGAWAM,13022,19,0.15,2018-08-28 21:30
AGAWAM,13022,19,0.15,2018-08-28 21:15
AGAWAM,13022,19,0.15,2018-08-28 21:00
GREENFIELD,9391,1,0.01,2018-08-28 20:45
GREENFIELD,9391,1,0.01,2018-08-28 20:30
BECKET,1882,1,0.05,2018-08-28 20:15
GREENFIELD,9391,1,0.01,2018-08-28 20:15
BECKET,1882,1,0.05,2018-08-28 20:00
BECKET,1882,1,0.05,2018-08-28 19:45
AGAWAM,13022,1,0.01,2018-08-28 19:30
AMHERST,10300,1,0.01,2018-08-28 19:30
BECKET,1882,1,0.05,2018-08-28 19:30
AGAWAM,13022,1,0.01,2018-08-28 19:15
BECKET,1882,1,0.05,2018-08-28 19:15
AGAWAM,13022,1,0.01,2018-08-28 19:00
BECKET,1882,1,0.05,2018-08-28 19:00
WEST SPRINGFIELD,12812,1,0.01,2018-08-28 17:45
SPRINGFIELD,64080,1,0.0,2018-08-28 17:30
MONTAGUE,4541,13,0.29,2018-08-28 17:15
SPRINGFIELD,64080,1,0.0,2018-08-28 17:15
MONTAGUE,4541,9,0.2,2018-08-28 17:00
SPRINGFIELD,64080,1,0.0,2018-08-28 17:00
MONTAGUE,4541,9,0.2,2018-08-28 16:45
SPRINGFIELD,64080,1,0.0,2018-08-28 16:45
WEST SPRINGFIELD,12812,1,0.01,2018-08-28 16:30
WEST SPRINGFIELD,12812,1,0.01,2018-08-28 16:15
WEST SPRINGFIELD,12812,1,0.01,2018-08-28 16:00
WEST SPRINGFIELD,12812,1,0.01,2018-08-28 15:45
SANDISFIELD,757,17,2.0,2018-08-28 15:30
SPRINGFIELD,64080,23,0.04,2018-08-28 15:30
SANDISFIELD,757,17,2.0,2018-08-28 15:15
SPRINGFIELD,64080,32,0.05,2018-08-28 15:15
SANDISFIELD,757,17,2.0,2018-08-28 15:00
SPRINGFIELD,64080,31,0.05,2018-08-28 15:00
SANDISFIELD,757,17,2.0,2018-08-28 14:45
SPRINGFIELD,64080,23,0.04,2018-08-28 14:45
SANDISFIELD,757,17,2.0,2018-08-28 14:30
SPRINGFIELD,64080,23,0.04,2018-08-28 14:30
SANDISFIELD,757,17,2.0,2018-08-28 14:15
SPRINGFIELD,64080,1,0.0,2018-08-28 14:15
SANDISFIELD,757,17,2.0,2018-08-28 14:00
SPRINGFIELD,64080,1,0.0,2018-08-28 14:00
LONGMEADOW,6018,11,0.18,2018-08-28 13:45
SANDISFIELD,757,17,2.0,2018-08-28 13:45
SPRINGFIELD,64080,1,0.0,2018-08-28 13:45
LONGMEADOW,6018,11,0.18,2018-08-28 13:30
SANDISFIELD,757,60,8.0,2018-08-28 13:30
SPRINGFIELD,64080,1,0.0,2018-08-28 13:30
LONGMEADOW,6018,11,0.18,2018-08-28 13:15
SANDISFIELD,757,60,8.0,2018-08-28 13:15
SPRINGFIELD,64080,1,0.0,2018-08-28 13:15
LONGMEADOW,6018,11,0.18,2018-08-28 13:00
SANDISFIELD,757,60,8.0,2018-08-28 13:00
SPRINGFIELD,64080,2,0.0,2018-08-28 13:00
LONGMEADOW,6018,11,0.18,2018-08-28 12:45
SANDISFIELD,757,17,2.0,2018-08-28 12:45
SPRINGFIELD,64080,2,0.0,2018-08-28 12:45
LONGMEADOW,6018,11,0.18,2018-08-28 12:30
SANDISFIELD,757,1,0.13,2018-08-28 12:30
SPRINGFIELD,64080,5,0.01,2018-08-28 12:30
LONGMEADOW,6018,11,0.18,2018-08-28 12:15
SANDISFIELD,757,1,0.13,2018-08-28 12:15
SPRINGFIELD,64080,4,0.01,2018-08-28 12:15
LONGMEADOW,6018,11,0.18,2018-08-28 12:00
SANDISFIELD,757,1,0.13,2018-08-28 12:00
SPRINGFIELD,64080,4,0.01,2018-08-28 12:00
LONGMEADOW,6018,11,0.18,2018-08-28 11:45
SANDISFIELD,757,1,0.13,2018-08-28 11:45
SPRINGFIELD,64080,4,0.01,2018-08-28 11:45
LONGMEADOW,6018,11,0.18,2018-08-28 11:30
SANDISFIELD,757,1,0.13,2018-08-28 11:30
SPRINGFIELD,64080,4,0.01,2018-08-28 11:30
LONGMEADOW,6018,11,0.18,2018-08-28 11:15
SANDISFIELD,757,1,0.13,2018-08-28 11:15
SPRINGFIELD,64080,33,0.05,2018-08-28 11:15
LONGMEADOW,6018,11,0.18,2018-08-28 11:00
SPRINGFIELD,64080,2,0.0,2018-08-28 11:00
LONGMEADOW,6018,11,0.18,2018-08-28 10:45
SPRINGFIELD,64080,2,0.0,2018-08-28 10:45
LONGMEADOW,6018,11,0.18,2018-08-28 10:30
SPRINGFIELD,64080,1,0.0,2018-08-28 10:30
LONGMEADOW,6018,11,0.18,2018-08-28 10:15
SPRINGFIELD,64080,1,0.0,2018-08-28 10:15
LONGMEADOW,6018,11,0.18,2018-08-28 10:00
SPRINGFIELD,64080,1,0.0,2018-08-28 10:00
BLANDFORD,696,1,0.14,2018-08-28 09:45
LONGMEADOW,6018,11,0.18,2018-08-28 09:45
BLANDFORD,696,1,0.14,2018-08-28 09:30
LONGMEADOW,6018,11,0.18,2018-08-28 09:30
BLANDFORD,696,1,0.14,2018-08-28 09:15
LONGMEADOW,6018,11,0.18,2018-08-28 09:15
WINDSOR,523,1,0.19,2018-08-28 09:15
BLANDFORD,696,1,0.14,2018-08-28 09:00
LONGMEADOW,6018,11,0.18,2018-08-28 09:00
