Town,Total Cust.,Cust. Out,% Out,timestamp
PITTSFIELD,1959,3,0.15,2018-12-28 23:45
PITTSFIELD,1959,3,0.15,2018-12-28 23:30
PITTSFIELD,1959,3,0.15,2018-12-28 23:15
AMHERST,5657,5,0.09,2018-12-28 22:45
AMHERST,5657,5,0.09,2018-12-28 22:30
CONWAY,4714,17,0.36,2018-12-28 22:30
AMHERST,5657,5,0.09,2018-12-28 22:15
CONWAY,4714,4,0.08,2018-12-28 22:15
AMHERST,5657,5,0.09,2018-12-28 22:00
CONWAY,4714,4,0.08,2018-12-28 22:00
AMHERST,5657,5,0.09,2018-12-28 21:45
CONWAY,4714,4,0.08,2018-12-28 21:45
AMHERST,5657,5,0.09,2018-12-28 21:30
SWANZEY,3905,1,0.03,2018-12-28 21:30
AMHERST,5657,5,0.09,2018-12-28 21:15
AMHERST,5657,5,0.09,2018-12-28 21:00
FREEDOM,2394,6,0.25,2018-12-28 21:00
MANCHESTER,58086,1,0.0,2018-12-28 21:00
AMHERST,5657,5,0.09,2018-12-28 20:45
CONWAY,4714,1,0.02,2018-12-28 20:45
EATON,341,1,0.29,2018-12-28 20:45
FREEDOM,2394,6,0.25,2018-12-28 20:45
AMHERST,5657,5,0.09,2018-12-28 20:30
CONWAY,4714,1,0.02,2018-12-28 20:30
EATON,341,1,0.29,2018-12-28 20:30
FREEDOM,2394,6,0.25,2018-12-28 20:30
AMHERST,5657,5,0.09,2018-12-28 20:15
CONWAY,4714,1,0.02,2018-12-28 20:15
EATON,341,1,0.29,2018-12-28 20:15
FREEDOM,2394,6,0.25,2018-12-28 20:15
AMHERST,5657,5,0.09,2018-12-28 20:00
CONWAY,4714,1,0.02,2018-12-28 20:00
FREEDOM,2394,4,0.17,2018-12-28 20:00
AMHERST,5657,5,0.09,2018-12-28 19:45
CONWAY,4714,1,0.02,2018-12-28 19:45
FREEDOM,2394,4,0.17,2018-12-28 19:45
AMHERST,5657,5,0.09,2018-12-28 19:30
CLAREMONT,6645,5,0.08,2018-12-28 19:30
CONWAY,4714,1,0.02,2018-12-28 19:30
FREEDOM,2394,4,0.17,2018-12-28 19:30
AMHERST,5657,5,0.09,2018-12-28 19:15
CLAREMONT,6645,5,0.08,2018-12-28 19:15
CONWAY,4714,1,0.02,2018-12-28 19:15
FREEDOM,2394,4,0.17,2018-12-28 19:15
AMHERST,5657,5,0.09,2018-12-28 19:00
CLAREMONT,6645,5,0.08,2018-12-28 19:00
CONWAY,4714,1,0.02,2018-12-28 19:00
FREEDOM,2394,4,0.17,2018-12-28 19:00
CLAREMONT,6645,5,0.08,2018-12-28 18:45
CONWAY,4714,1,0.02,2018-12-28 18:45
FREEDOM,2394,4,0.17,2018-12-28 18:45
TAMWORTH,2363,2,0.08,2018-12-28 18:45
CLAREMONT,6645,5,0.08,2018-12-28 18:30
CONWAY,4714,1,0.02,2018-12-28 18:30
FREEDOM,2394,4,0.17,2018-12-28 18:30
TAMWORTH,2363,2,0.08,2018-12-28 18:30
CLAREMONT,6645,5,0.08,2018-12-28 18:15
CONWAY,4714,1,0.02,2018-12-28 18:15
FREEDOM,2394,4,0.17,2018-12-28 18:15
TAMWORTH,2363,2,0.08,2018-12-28 18:15
CLAREMONT,6645,5,0.08,2018-12-28 18:00
CONWAY,4714,1,0.02,2018-12-28 18:00
FREEDOM,2394,4,0.17,2018-12-28 18:00
TAMWORTH,2363,2,0.08,2018-12-28 18:00
WASHINGTON,907,1,0.11,2018-12-28 18:00
AMHERST,5657,2,0.04,2018-12-28 17:45
CLAREMONT,6645,5,0.08,2018-12-28 17:45
FREEDOM,2394,4,0.17,2018-12-28 17:45
MERRIMACK,11595,1,0.01,2018-12-28 17:45
TAMWORTH,2363,2,0.08,2018-12-28 17:45
WASHINGTON,907,1,0.11,2018-12-28 17:45
AMHERST,5657,2,0.04,2018-12-28 17:30
CLAREMONT,6645,5,0.08,2018-12-28 17:30
FREEDOM,2394,4,0.17,2018-12-28 17:30
TAMWORTH,2363,2,0.08,2018-12-28 17:30
WASHINGTON,907,1,0.11,2018-12-28 17:30
AMHERST,5657,2,0.04,2018-12-28 17:15
CLAREMONT,6645,5,0.08,2018-12-28 17:15
FREEDOM,2394,1,0.04,2018-12-28 17:15
TAMWORTH,2363,2,0.08,2018-12-28 17:15
WASHINGTON,907,1,0.11,2018-12-28 17:15
AMHERST,5657,1,0.02,2018-12-28 17:00
CLAREMONT,6645,5,0.08,2018-12-28 17:00
FREEDOM,2394,1,0.04,2018-12-28 17:00
TAMWORTH,2363,1,0.04,2018-12-28 17:00
WASHINGTON,907,1,0.11,2018-12-28 17:00
