Town,Total Cust.,Cust. Out,% Out,timestamp
BARNSTABLE,31230,237,0.76,2018-07-04 23:45
BOSTON,277272,2,0.00,2018-07-04 23:45
BOURNE,11560,87,0.75,2018-07-04 23:45
BROOKLINE,33210,0,0.00,2018-07-04 23:45
MILTON,10422,1,0.01,2018-07-04 23:45
NEWTON,40741,0,0.00,2018-07-04 23:45
BARNSTABLE,31230,237,0.76,2018-07-04 23:30
BOSTON,277272,2,0.0,2018-07-04 23:30
BOURNE,11560,87,0.75,2018-07-04 23:30
BROOKLINE,33210,0,0.0,2018-07-04 23:30
MILTON,10422,1,0.01,2018-07-04 23:30
NEWTON,40741,0,0.0,2018-07-04 23:30
BARNSTABLE,31230,236,0.76,2018-07-04 23:15
BOSTON,277272,2,0.0,2018-07-04 23:15
BOURNE,11560,88,0.76,2018-07-04 23:15
BROOKLINE,33210,0,0.0,2018-07-04 23:15
FALMOUTH,25660,111,0.43,2018-07-04 23:15
MILTON,10422,1,0.01,2018-07-04 23:15
NEW BEDFORD,47470,1,0.0,2018-07-04 23:15
NEWTON,40741,0,0.0,2018-07-04 23:15
WALPOLE,10864,1,0.01,2018-07-04 23:15
WALTHAM,29896,1,0.0,2018-07-04 23:15
BARNSTABLE,31230,236,0.76,2018-07-04 23:00
BOSTON,277272,2,0.0,2018-07-04 23:00
BOURNE,11560,88,0.76,2018-07-04 23:00
BROOKLINE,33210,0,0.0,2018-07-04 23:00
FALMOUTH,25660,111,0.43,2018-07-04 23:00
MILTON,10422,1,0.01,2018-07-04 23:00
NEW BEDFORD,47470,2,0.0,2018-07-04 23:00
NEWTON,40741,0,0.0,2018-07-04 23:00
WALPOLE,10864,1,0.01,2018-07-04 23:00
WALTHAM,29896,1,0.0,2018-07-04 23:00
BARNSTABLE,31230,719,2.0,2018-07-04 22:45
BOSTON,277272,2,0.0,2018-07-04 22:45
BOURNE,11560,1,0.01,2018-07-04 22:45
BROOKLINE,33210,0,0.0,2018-07-04 22:45
FALMOUTH,25660,111,0.43,2018-07-04 22:45
MILTON,10422,1,0.01,2018-07-04 22:45
NEW BEDFORD,47470,2,0.0,2018-07-04 22:45
NEWTON,40741,0,0.0,2018-07-04 22:45
WALPOLE,10864,1,0.01,2018-07-04 22:45
