Town,Total Cust.,Cust. Out,% Out,timestamp
MONTAGUE,4541,17,0.37,2019-01-30 23:45
SOUTHWICK,4458,1,0.02,2019-01-30 23:45
SPRINGFIELD,64326,1,0.00,2019-01-30 23:45
MONTAGUE,4541,17,0.37,2019-01-30 23:15
SPRINGFIELD,64326,1,0.0,2019-01-30 23:15
SPRINGFIELD,64326,126,0.2,2019-01-30 20:45
SPRINGFIELD,64326,168,0.26,2019-01-30 20:30
SPRINGFIELD,64326,168,0.26,2019-01-30 20:15
WEST SPRINGFIELD,12818,1,0.01,2019-01-30 20:15
PITTSFIELD,23089,1,0.0,2019-01-30 20:00
SPRINGFIELD,64326,168,0.26,2019-01-30 20:00
PITTSFIELD,23089,1,0.0,2019-01-30 19:45
SPRINGFIELD,64326,168,0.26,2019-01-30 19:45
PITTSFIELD,23089,1,0.0,2019-01-30 19:30
SPRINGFIELD,64326,168,0.26,2019-01-30 19:30
PITTSFIELD,23089,1,0.0,2019-01-30 19:15
SPRINGFIELD,64326,126,0.2,2019-01-30 19:15
PITTSFIELD,23089,1,0.0,2019-01-30 19:00
SPRINGFIELD,64326,126,0.2,2019-01-30 19:00
PITTSFIELD,23089,1,0.0,2019-01-30 18:45
SPRINGFIELD,64326,126,0.2,2019-01-30 18:45
PITTSFIELD,23089,1,0.0,2019-01-30 18:30
SPRINGFIELD,64326,126,0.2,2019-01-30 18:30
SPRINGFIELD,64326,126,0.2,2019-01-30 18:15
SPRINGFIELD,64326,126,0.2,2019-01-30 18:00
SPRINGFIELD,64326,126,0.2,2019-01-30 17:45
SPRINGFIELD,64326,126,0.2,2019-01-30 17:30
SPRINGFIELD,64326,1,0.0,2019-01-30 14:45
WEST SPRINGFIELD,12818,1,0.01,2019-01-30 08:30
