Town,Total Cust.,Cust. Out,% Out,timestamp
FRANKLIN,4462,1,0.02,2018-12-19 19:45
MANCHESTER,58086,1,0.00,2018-12-19 19:45
FRANKLIN,4462,1,0.02,2018-12-19 19:30
MANCHESTER,58086,1,0.0,2018-12-19 19:30
FRANKLIN,4462,1,0.02,2018-12-19 19:15
FRANKLIN,4462,1,0.02,2018-12-19 19:00
NEWBURY,1851,50,3.0,2018-12-19 18:15
SUTTON,1144,5,0.44,2018-12-19 18:15
NEWBURY,1851,50,3.0,2018-12-19 18:00
SUTTON,1144,5,0.44,2018-12-19 18:00
NEWBURY,1851,51,3.0,2018-12-19 17:45
SUTTON,1144,5,0.44,2018-12-19 17:45
NEWBURY,1851,51,3.0,2018-12-19 17:30
SUTTON,1144,5,0.44,2018-12-19 17:30
MANCHESTER,58086,28,0.05,2018-12-19 17:15
NEW LONDON,2866,12,0.42,2018-12-19 17:15
NEWBURY,1851,51,3.0,2018-12-19 17:15
SUTTON,1144,5,0.44,2018-12-19 17:15
MANCHESTER,58086,28,0.05,2018-12-19 17:00
NEW LONDON,2866,12,0.42,2018-12-19 17:00
NEWBURY,1851,51,3.0,2018-12-19 17:00
SUTTON,1144,5,0.44,2018-12-19 17:00
MANCHESTER,58086,28,0.05,2018-12-19 16:45
NEW LONDON,2866,12,0.42,2018-12-19 16:45
MANCHESTER,58086,28,0.05,2018-12-19 16:30
NEW LONDON,2866,12,0.42,2018-12-19 16:30
MANCHESTER,58086,1,0.0,2018-12-19 16:15
NEW LONDON,2866,12,0.42,2018-12-19 16:15
STRAFFORD,2169,1,0.05,2018-12-19 16:15
MANCHESTER,58086,1,0.0,2018-12-19 16:00
NEW LONDON,2866,12,0.42,2018-12-19 16:00
STRAFFORD,2169,1,0.05,2018-12-19 16:00
STRAFFORD,2169,1,0.05,2018-12-19 15:45
STRAFFORD,2169,1,0.05,2018-12-19 15:30
STRAFFORD,2169,1,0.05,2018-12-19 15:15
ROCHESTER,16902,2,0.01,2018-12-19 15:00
STRAFFORD,2169,1,0.05,2018-12-19 15:00
ROCHESTER,16902,2,0.01,2018-12-19 14:45
ROCHESTER,16902,2,0.01,2018-12-19 14:30
NEW LONDON,2866,1,0.03,2018-12-19 13:45
ROCHESTER,16902,1,0.01,2018-12-19 13:45
ROCHESTER,16902,1,0.01,2018-12-19 13:30
HENNIKER,2464,1,0.04,2018-12-19 13:15
HENNIKER,2464,1,0.04,2018-12-19 13:00
HENNIKER,2464,1,0.04,2018-12-19 12:45
MANCHESTER,58086,1,0.0,2018-12-19 12:30
MANCHESTER,58086,1,0.0,2018-12-19 12:15
NASHUA,42932,39,0.09,2018-12-19 12:15
ROCHESTER,16902,1,0.01,2018-12-19 12:15
MANCHESTER,58086,19,0.03,2018-12-19 12:00
NASHUA,42932,39,0.09,2018-12-19 12:00
ROCHESTER,16902,1,0.01,2018-12-19 12:00
MANCHESTER,58086,18,0.03,2018-12-19 11:45
NASHUA,42932,39,0.09,2018-12-19 11:45
ROCHESTER,16902,1,0.01,2018-12-19 11:45
NASHUA,42932,39,0.09,2018-12-19 11:30
ROCHESTER,16902,1,0.01,2018-12-19 11:30
NASHUA,42932,39,0.09,2018-12-19 11:15
ROCHESTER,16902,1,0.01,2018-12-19 11:15
NASHUA,42932,39,0.09,2018-12-19 11:00
NASHUA,42932,39,0.09,2018-12-19 10:45
SWANZEY,3905,2,0.05,2018-12-19 10:45
DOVER,17065,1,0.01,2018-12-19 10:30
NASHUA,42932,39,0.09,2018-12-19 10:30
SWANZEY,3905,2,0.05,2018-12-19 10:30
DOVER,17065,1,0.01,2018-12-19 10:15
NASHUA,42932,39,0.09,2018-12-19 10:15
DOVER,17065,1,0.01,2018-12-19 10:00
NASHUA,42932,39,0.09,2018-12-19 10:00
DOVER,17065,1,0.01,2018-12-19 09:45
NASHUA,42932,39,0.09,2018-12-19 09:45
DOVER,17065,1,0.01,2018-12-19 09:30
DOVER,17065,1,0.01,2018-12-19 09:15
LACONIA,12228,1,0.01,2018-12-19 08:45
LACONIA,12228,1,0.01,2018-12-19 08:30
LACONIA,12228,1,0.01,2018-12-19 08:15
SWANZEY,3905,1,0.03,2018-12-19 08:00
