Town,Total Cust.,Cust. Out,% Out,timestamp
BEACON FALLS,2783,1,0.04,2018-07-11 19:45
BROOKFIELD,8377,17,0.20,2018-07-11 19:45
EAST LYME,10048,1,0.01,2018-07-11 19:45
FARMINGTON,12790,168,1,2018-07-11 19:45
MIDDLEBURY,3467,1,0.03,2018-07-11 19:45
NEW FAIRFIELD,6101,5,0.08,2018-07-11 19:45
OXFORD,5578,1,0.02,2018-07-11 19:45
PLAINVILLE,9530,6,0.06,2018-07-11 19:45
WATERBURY,51660,1,0.00,2018-07-11 19:45
BEACON FALLS,2783,1,0.04,2018-07-11 19:30
BROOKFIELD,8377,17,0.2,2018-07-11 19:30
EAST LYME,10048,1,0.01,2018-07-11 19:30
FARMINGTON,12790,168,1.0,2018-07-11 19:30
HARTFORD,58893,2,0.0,2018-07-11 19:30
MIDDLEBURY,3467,1,0.03,2018-07-11 19:30
NEW FAIRFIELD,6101,5,0.08,2018-07-11 19:30
OXFORD,5578,1,0.02,2018-07-11 19:30
PLAINVILLE,9530,6,0.06,2018-07-11 19:30
WATERBURY,51660,1,0.0,2018-07-11 19:30
BEACON FALLS,2783,1,0.04,2018-07-11 19:15
EAST LYME,10048,1,0.01,2018-07-11 19:15
FARMINGTON,12790,41,0.32,2018-07-11 19:15
NEW FAIRFIELD,6101,1,0.02,2018-07-11 19:15
OXFORD,5578,1,0.02,2018-07-11 19:15
PLAINVILLE,9530,1,0.01,2018-07-11 19:15
WATERBURY,51660,1,0.0,2018-07-11 19:15
BEACON FALLS,2783,1,0.04,2018-07-11 18:45
BRISTOL,29712,9,0.03,2018-07-11 18:45
FARMINGTON,12790,41,0.32,2018-07-11 18:45
NEW FAIRFIELD,6101,1,0.02,2018-07-11 18:45
OXFORD,5578,1,0.02,2018-07-11 18:45
WATERBURY,51660,1,0.0,2018-07-11 18:45
WILTON,7641,4,0.05,2018-07-11 18:45
BEACON FALLS,2783,1,0.04,2018-07-11 18:30
